ratio_hits_prom,orf_len,insertion_index,NI,NI_ratio,HFI_ratio,orf,label
2.142857142857143,0.01798120147118921,0.09554140127388536,2.9788302455268654,1.058091286307054,1.490909090909091,YAL069W,non_ess
0.7142857142857143,0.013894564773191665,0.003937007874015748,0.12254337110300235,0.05741869918699188,1.7638888888888888,YAL068W-A,non_ess
0.9126984126984128,0.021250510829587253,0.0055248618784530384,0.18115172120696985,0.2298076923076923,0.9814814814814814,YAL068C,non_ess
1.1111111111111112,0.012055578259092769,0.07929515418502202,2.665164609745436,3.2839694656488554,0.31277533039647576,YAL067W-A,non_ess
0.75,0.11789946873722927,0.016282987085906794,0.6591478426121885,0.7025474525474527,1.0802675585284278,YAL067C,non_ess
1.5,0.017572537801389457,0.02922077922077922,1.2937056037884769,1.8211325966850829,0.7272727272727272,YAL066W,non_ess
0.0,0.022885165508786273,0.015544041450777204,0.7981889802389631,0.7165389815232086,0.9884393063583816,YAL065C,non_ess
0.0,0.022476501838986515,0.015789473684210527,0.8366897952276189,2.5562700964630225,0.5217391304347826,YAL064W-B,non_ess
6.0,0.022476501838986515,0.005263157894736842,0.2926704344754504,1.7181208053691277,0.9147982062780268,YAL064C-A,non_ess
0.0,0.015937883122190438,0.0035211267605633804,0.1631113542093988,0.7993527508090614,1.0,YAL064W,non_ess
0.0,0.016346546791990192,0.010344827586206895,0.4760294609976565,2.3495145631067964,0.6098654708520179,YAL063C-A,non_ess
0.0,0.2668573763792399,0.008568548387096774,0.2785162465644438,1.3601604909133822,1.1613138686131386,YAL063C,non_ess
1.9444444444444444,0.09011033919084593,0.08594319009468318,1.6129239289551682,0.8404165888286943,1.52,YAL062W,non_ess
0.25,0.08193706579485084,0.08459696727853153,1.320301922153002,0.9855099502487564,1.2444444444444445,YAL061W,non_ess
1.0,0.07478545157335513,0.06620209059233449,0.8515937540327784,0.8169934640522875,0.7,YAL060W,non_ess
1.5,0.0253371475275848,0.014218009478672985,0.18289404395665307,0.8771929824561403,0.513677811550152,YAL059C-A,non_ess
1.8,0.040049039640375976,0.017241379310344827,0.2217853061773207,1.1487050960735172,1.010204081632653,YAL059W,non_ess
2.25,0.09930527176134042,0.03912466843501326,0.5027301726603098,0.8407682775712515,0.8,YAL058W,non_ess
2.1666666666666665,0.020433183489987742,0.025714285714285717,0.3088210818307905,0.7048543689320389,1.0,YAL056C-A,non_ess
1.6666666666666667,0.1765427053534941,0.04012112036336109,0.4686211831914847,0.9916839916839916,0.8176100628930817,YAL056W,non_ess
4.0,0.0335104209235799,0.029520295202952032,0.2998860583506685,1.2187598363235757,1.105590062111801,YAL055W,non_ess
1.75,0.14241928892521455,0.03596450256889304,0.3750726953145837,0.6675835654596101,0.9554140127388536,YAL054C,non_ess
1.0,0.15672251736820597,0.02254359846873671,0.2616549278154477,0.637400299102692,1.0297397769516727,YAL053W,non_ess
2.0,0.21066612178177363,0.02036271078587337,0.22650739015995144,0.869665071770335,1.4394618834080717,YAL051W,non_ess
1.0,0.04699632202697181,0.02432432432432433,0.3030537030537031,0.5541125541125541,1.6605504587155964,YAL049C,non_ess
0.5,0.1319983653453208,0.01006036217303823,0.11638870882196947,0.3363373028644995,3.4840764331210186,YAL048C,non_ess
0.25,0.0190028606456886,0.0060790273556231,0.06858062373885725,0.21743697478991603,1.2252252252252251,YAL047W-A,non_ess
0.14285714285714285,0.12382509194932573,0.0058886509635974315,0.06954974246194802,0.3839382239382239,2.7719298245614032,YAL047C,non_ess
1.8333333333333333,0.020841847159787496,0.016853932584269662,0.2501719789039211,0.4583987441130298,1.013157894736842,YAL046C,non_ess
1.4,0.017572537801389457,0.05194805194805195,0.8627588627588628,2.7387387387387396,0.6829268292682927,YAL045C,non_ess
2.333333333333333,0.019207192480588477,0.06325301204819278,1.0735916639531096,2.185135135135135,0.9523809523809524,YAL044W-A,non_ess
1.0909090909090908,0.03146710257458112,0.044921875,0.635004242081448,1.0016968325791855,0.2109375,YAL044C,non_ess
0.5,0.15713118103800575,0.008909630886720405,0.0976231871143995,0.3023327430903072,4.012931034482759,YAL043C,ess
0.16666666666666666,0.022272170004086638,0.02917771883289125,0.3428715041846832,0.6529680365296804,0.5752212389380532,YAL042C-A,non_ess
