hits_count,reads_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,HFI,HFI_ratio,orf,label
0.0028901734104046237,0.00017287578874578615,0.0,1.3333333333333333,0.021250510829587253,0.0027624309392265192,0.13304928676218122,0.43922651933701656,0.002849299836686473,YAL068C,non_ess
0.05491329479768786,0.017892644135188866,0.08108108108108109,0.9444444444444444,0.11789946873722927,0.010668163952835484,0.6468946331071229,0.18135878719820325,0.00047978055254726973,YAL067C,non_ess
0.24277456647398846,0.11392514478347307,0.5405405405405406,1.2142857142857142,0.09011033919084592,0.06117989803350327,1.6050726189966156,0.05535324107793154,0.0006229156284739525,YAL062W,non_ess
0.1445086705202312,0.06923675339268735,0.0,1.9615384615384608,0.08193706579485084,0.039904229848363934,0.8941397788165546,0.0893854748603352,0.0009548512142287084,YAL061W,non_ess
0.04335260115606936,0.01486731783213761,0.08108108108108109,3.0,0.0335104209235799,0.027675276752767528,0.40507568340989536,0.3284132841328413,0.0018657489945685974,YAL055W,non_ess
0.1213872832369942,0.03310571354481805,0.027027027027027032,1.5384615384615383,0.15672251736820594,0.01786473840918758,0.3032203180527161,0.11782220331773713,0.00029636363357170384,YAL053W,non_ess
0.10404624277456646,0.02048578096637566,0.13513513513513514,1.0,0.1319983653453208,0.018108651911468814,0.27212186160440904,0.2751509054325956,0.0002078283227702596,YAL048C,non_ess
0.02023121387283237,0.0035439536692886157,0.08108108108108109,0.8571428571428571,0.12382509194932573,0.003747323340471092,0.05731531049250535,0.5058886509635975,0.00031270181163114784,YAL047C,non_ess
0.026011560693641616,0.003457515774915723,0.21621621621621626,1.0,0.031467102574581116,0.017578125,0.3348418445121951,0.2109375,0.009259259259259259,YAL044C,non_ess
0.031791907514450865,0.0035439536692886157,0.0,0.85,0.15713118103800575,0.004666949512091642,0.07071275646868888,0.3949936359779381,0.000140359383822305,YAL043C,ess
0.07514450867052022,0.01521306940962918,0.08108108108108109,0.29411764705882354,0.0815284021250511,0.02085004009623096,0.3616497182815304,0.12830793905372895,0.001814354450681636,YAL042W,non_ess
0.031791907514450865,0.01045898521912006,0.0,0.3636363636363637,0.11524315488353085,0.0063145809414466144,0.1225843487278249,0.3128587830080368,0.0003549647668502933,YAL040C,non_ess
0.03757225433526011,0.005359149451119371,0.0,1.5,0.051287290559869234,0.0161892901618929,0.34550178211019017,0.2727272727272727,0.001029245352758207,YAL037W,non_ess
0.05780346820809248,0.032587086178580686,0.0,0.2,0.07212913771965672,0.018034265103697024,0.38487609216131335,0.3165013525698828,0.0005651763992611603,YAL036C,non_ess
0.02023121387283237,0.0010372547324747168,0.0,1.0,0.20147118921127916,0.002327127659574468,0.04936549499159172,0.5545212765957447,0.00013333747895300782,YAL035W,non_ess
0.017341040462427744,0.007347221021695911,0.054054054054054064,0.0,0.02063751532488762,0.0169971671388102,0.40283286118980177,0.4050991501416431,0.0017631094118346247,YAL034C-B,ess
0.05491329479768786,0.008038724176679056,0.2702702702702703,1.4545454545454546,0.08111973845525132,0.015310233682514104,0.5425832348046119,0.08783239323126511,0.0014563573324264984,YAL034C,non_ess
0.049132947976878616,0.006223528394848302,0.0,1.625,0.0741724560686555,0.01492537313432836,0.5490878938640132,0.3125548726953468,0.00037239447179173536,YAL032C,ess
0.03757225433526011,0.009335292592272452,0.027027027027027032,1.8333333333333333,0.1520228851655088,0.0056967572304995615,0.20034740187744848,0.19588080631025412,0.00036664725592958807,YAL031C,non_ess
0.15028901734104044,0.04183594087648025,0.08108108108108109,1.0,0.2973028197793216,0.011778029445073612,0.4462417448178452,0.08788221970554927,0.00031289768946071847,YAL029C,non_ess
0.031791907514450865,0.009853919958509809,0.08108108108108109,1.0,0.10461789946873724,0.006935687263556117,0.3133903133903134,0.2414880201765448,0.0007194149855623126,YAL028W,non_ess
0.10982658959537572,0.023856858846918492,0.0,1.5,0.15181855333060892,0.016673979815708645,0.5081774302923929,0.14172882843352347,0.00033282752605903683,YAL023C,non_ess
0.04046242774566474,0.00760653470481459,0.1891891891891892,1.2857142857142858,0.10237024928483858,0.00901481004507405,0.2928946455990886,0.1390856406954282,0.000629009563330233,YAL022C,non_ess
0.03757225433526011,0.006137090500475408,0.027027027027027032,1.0666666666666669,0.16775643645279936,0.005173099880620772,0.14748507759649826,0.480700358137684,0.0001274827848828476,YAL021C,non_ess
0.05780346820809248,0.016250324142103898,0.1891891891891892,0.9090909090909092,0.06477319166326115,0.01998001998001998,0.5572688181383834,0.15184815184815184,0.0007821126242178874,YAL020C,non_ess
0.06358381502890173,0.007952286282306162,0.054054054054054064,0.9411764705882352,0.2278299959133633,0.006480117820324006,0.1704901794674626,0.29513991163475706,0.00012052478254095638,YAL019W,non_ess
0.02890173410404624,0.00760653470481459,0.0,1.4545454545454546,0.06313853698406212,0.010235414534288641,0.2664050949619015,0.2579324462640737,0.001250995109746389,YAL018C,non_ess
0.023121387283236997,0.0033710778805428297,0.08108108108108109,0.5,0.0488353085410707,0.010430247718383313,0.3266081806731045,0.2255541069100391,0.0013942166386567286,YAL014C,non_ess
0.023121387283236997,0.003889705246780188,0.0,0.4,0.07723743359215368,0.006756756756756757,0.14019347216068528,0.3369932432432433,0.00039795434532276637,YAL012W,non_ess
0.03757225433526011,0.003284639986169937,0.32432432432432434,0.75,0.12443808745402535,0.0069259456579648365,0.15173508965637938,0.3846563665423548,0.0004788982241656914,YAL011W,non_ess
0.005780346820809247,0.0004321894718644654,0.027027027027027032,0.8333333333333334,0.09746628524724152,0.001350438892640108,0.02958570230977241,0.7258609047940581,0.00022926055619239044,YAL010C,non_ess
0.008670520231213872,0.0014694442043391822,0.054054054054054064,1.0,0.04965263588067021,0.003851091142490373,0.08162014063188551,0.4878048780487805,0.0012769407472468075,YAL009W,non_ess
0.017341040462427744,0.003803267352407295,0.054054054054054064,0.0,0.037188393951777685,0.010067114093959731,0.2127961923024244,0.2701342281879195,0.0017820667806077786,YAL008W,non_ess
0.02023121387283237,0.0015558820987120756,0.16216216216216214,0.875,0.0406620351450756,0.010819165378670788,0.2275270479134467,0.3261205564142195,0.0012306159672421748,YAL007C,non_ess
0.10115606936416184,0.03146339355173308,0.1891891891891892,1.380952380952381,0.12791172864732325,0.01815352697095436,0.3788966911373551,0.4118257261410788,0.00030571610731941853,YAL005C,non_ess
0.12716763005780346,0.19232431497968708,0.054054054054054064,1.3125,0.2570494483040457,0.011506276150627616,0.2462250303684708,0.14513598326359833,0.00015596140073127518,YAL002W,non_ess
0.03468208092485549,0.010286109430374276,0.027027027027027032,1.1111111111111112,0.2398855741724561,0.0033594624860022394,0.08161442260841319,0.2038073908174692,0.00014689957299139828,YAL001C,ess
0.13005780346820808,0.04079868614400553,0.1891891891891892,1.375,0.1068655496526359,0.027794935145151328,1.4664939662404468,0.09203211859172328,0.000783481393353259,YAR002W,non_ess
0.18208092485549127,0.08202956175987552,0.054054054054054064,1.2307692307692308,0.08377605230894974,0.04921875,3.516975,0.0734375,0.0016788563829787234,YAR003W,non_ess
0.0,0.0,0.0,0.2,0.12362076011442585,0.0,0.0,0.6654155495978552,0.0002566467844620679,YAR007C,ess
0.03757225433526011,0.004667646296136226,0.0,0.3448275862068966,0.14160196158561505,0.006106153123532175,0.5218991021163912,0.18788163457022075,0.0004462188821042743,YAR014C,non_ess
0.005780346820809247,0.0005186273662373584,0.0,0.3448275862068966,0.05925623212096445,0.002173913043478261,0.1471691352126135,0.5836956521739131,0.0005080560278519958,YAR015W,non_ess
