hits_count,reads_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,HFI_normalized,HFI_ratio,orf,label
-0.8453936581702434,-0.4511411472389801,0,1.125,-0.8885240323962846,0.0027624309392265192,0.13304928676218122,159,0.002849299836686473,YAL068C,non_ess
0.19615639278121771,0.14342795461785984,3,0.7058823529411765,0.4011761459174296,0.010668163952835484,0.6468946331071229,323,0.0006101557026959843,YAL067C,non_ess
-0.38248252441403846,-0.2945229447986418,3,0.7857142857142857,-0.9376035317824302,0.02922077922077922,1.9037456445993033,72,0.007260101010101009,YAL066W,non_ess
-0.7296658747311922,-0.43083878766338063,1,0.5,-0.8667109215579977,0.007772020725388602,0.5500563189907637,171,0.0025906735751295338,YAL065C,non_ess
-0.7296658747311922,-0.4250381134989237,2,0.25,-0.8721641992675694,0.007894736842105262,0.5519986675549634,204,0.004901960784313725,YAL064C-A,non_ess
3.9573093545503832,3.3657024529737094,20,1.0588235294117647,0.03035326166655193,0.06117989803350327,1.6050726189966156,76,0.0008145819756967071,YAL062W,non_ess
1.9899370360865118,1.866228181461581,0,0.7254901960784313,-0.07871229252488267,0.039904229848363934,0.8941397788165546,112,0.0012968874700718276,YAL061W,non_ess
1.0062508768545764,0.24784008957808537,1,0.40625,-0.17414465244238794,0.02874564459930314,0.5562830167472181,84,0.0017732702837232454,YAL060W,non_ess
-0.2667547409749872,-0.15240642776944588,5,1.0,-0.637673257755985,0.017241379310344827,0.33365355445444433,169,0.0050453525254586275,YAL059W,non_ess
0.9483869851350506,0.48566773032082133,1,0.7142857142857143,0.15305201013191586,0.021220159151193636,0.4019040005813742,108,0.0012955594852146575,YAL058W,non_ess
-0.2667547409749872,-0.2597188998118999,11,1.0769230769230769,-0.8994305878154281,0.03142857142857143,0.5569791240278347,133,0.0075187969924812035,YAL056C-A,non_ess
2.742167628440345,1.2368550346179994,8,0.8260869565217391,1.1837214972409729,0.02384557153671461,0.4070678928013115,130,0.0006725674023175916,YAL056W,non_ess
-0.035299174096884746,0.04191615673986278,3,0.7777777777777778,-0.7249257011091327,0.027675276752767528,0.40507568340989536,178,0.001886479538952693,YAL055W,non_ess
1.9899370360865118,0.8598112139282961,3,0.7446808510638298,0.7283728084917334,0.023353573096683792,0.34423534517316584,150,0.0009030048264051067,YAL054C,non_ess
1.5270259023303068,0.6538872810900735,1,0.65,0.919237528326744,0.01786473840918758,0.3032203180527161,277,0.00041306641155848886,YAL053W,non_ess
1.4691620106107812,0.6828906519123584,9,0.6666666666666666,1.6390701859902124,0.013044861597200128,0.20255955140017864,321,0.00035186732520371136,YAL051W,non_ess
-0.44034641613356407,-0.24811755148298595,3,0.38461538461538464,-0.5449675366932656,0.010810810810810813,0.17578256222324018,181,0.001605196356577572,YAL049C,non_ess
1.179842552013153,0.23043806708471445,5,2.5,0.5893142268976543,0.018108651911468814,0.27212186160440904,547,0.0002528884458487672,YAL048C,non_ess
-0.4982103078530897,-0.33802800103206904,3,1.3333333333333333,0.4802486727062197,0.003747323340471092,0.05731531049250535,945,0.00031156883405277413,YAL047C,non_ess
-0.6139380912921409,-0.3670313718543539,10,2.1666666666666665,-0.8939773101058563,0.01404494382022472,0.2575299782834482,154,0.0029366700715015323,YAL046C,non_ess
-0.7296658747311922,-0.4192374393344667,2,2.5,-0.9376035317824302,0.00974025974025974,0.2011895667357852,56,0.006261595547309833,YAL045C,non_ess
-0.38248252441403846,-0.34092833811429757,8,1.2,-0.7521920896569914,0.017578125,0.3348418445121951,108,0.0017180266203703704,YAL044C,non_ess
-0.2667547409749872,-0.33802800103206904,0,1.1764705882352942,0.9246908060363157,0.004666949512091642,0.07071275646868888,931,0.00016542355950485948,YAL043C,ess
-0.32461863269451285,-0.21331350649624412,2,2.0,-0.8748908381223552,0.026525198938992044,0.4447074884006256,65,0.004284839828606407,YAL042C-A,non_ess
0.6012036348178971,0.05351750506877673,3,3.2,-0.08416557023445441,0.020850040096230957,0.3616497182815304,160,0.0018544506816359266,YAL042W,non_ess
-0.32461863269451285,-0.3119249672920127,0,1.1363636363636365,1.1128288870165404,0.0039001560062402493,0.07320970258165166,2246,0.00044523597506678533,YAL041W,ess
-0.2667547409749872,-0.10600103445379007,0,3.25,0.36572984080521337,0.006314580941446614,0.1225843487278249,545,0.00038129746468785217,YAL040C,non_ess
4.188764921428485,3.7282445882522706,9,0.8787878787878788,-0.4822548430331907,0.10877626699629173,2.161285537700865,51,0.001599650985239584,YAL039C,non_ess
-0.5560741995726153,-0.4134367651700097,0,32.0,0.14759873242234414,0.0039946737683089215,0.08260082901646089,399,0.0002552986994783897,YAL038W,ess
-0.15102695753593598,-0.2771209223052708,0,0.5833333333333334,-0.48770812074276243,0.0161892901618929,0.34550178211019017,219,0.0017116179623216591,YAL037W,non_ess
0.2540202845007433,0.6364852585967027,0,3.0,-0.2095909575546042,0.018034265103697024,0.38487609216131335,351,0.00042131331581286494,YAL036C,non_ess
-0.4982103078530897,-0.4221377764166952,0,0.75,1.5163714375248485,0.002327127659574468,0.04936549499159172,1668,0.00016642271289351497,YAL035W,non_ess
-0.5560741995726153,-0.2104131694140156,2,0.0,-0.8967039489606422,0.0169971671388102,0.40283286118980177,143,0.0013272846134035935,YAL034C-B,ess
-0.6718019830116665,-0.3757323831010394,0,1.3,-0.4277220659374734,0.004602991944764097,0.11235057889669099,423,0.0013275768729579663,YAL034W-A,ess
0.19615639278121771,-0.1872104727561877,10,1.0,-0.08961884794402614,0.015310233682514104,0.5425832348046119,109,0.0011680429366669378,YAL034C,non_ess
-0.903257549889769,-0.45694182140343703,2,0.8333333333333334,-0.7440121730926338,0.0,0.0,443,0.0006629029951950363,YAL033W,ess
0.08042860934216649,-0.24811755148298595,0,0.3076923076923077,-0.18232456900674554,0.01492537313432836,0.5490878938640132,356,0.0002959426265894585,YAL032C,ess
-0.15102695753593598,-0.14370541652276042,1,1.181818181818182,0.8565248346666691,0.0056967572304995615,0.20034740187744848,447,0.0003548831728516333,YAL031C,non_ess
-0.6718019830116665,-0.3322273268676121,5,1.0,-0.7940005520970413,0.008583690987124462,0.2737745651682855,127,0.002078334628772262,YAL030W,non_ess
2.105664819525563,0.9468213263951507,3,1.3333333333333333,2.795165060419419,0.011778029445073612,0.4462417448178452,388,0.0002434297322856709,YAL029C,non_ess
-0.2667547409749872,-0.12630339402938948,3,1.6666666666666667,0.22394462035634835,0.006935687263556117,0.3133903133903134,383,0.0009548299579545566,YAL028W,non_ess
0.02256471762264087,0.1956340220979726,1,1.0,-0.5040679538714776,0.02038216560509554,0.926738040384876,300,0.0012229299363057324,YAL027W,non_ess
-0.44034641613356407,-0.25101788856521445,0,1.5,2.478874953264259,0.0019670518809933608,0.06952678438622215,1010,0.00025975796497771243,YAL026C,non_ess
-0.903257549889769,-0.45694182140343703,1,1.125,-0.3813692054061137,0.0,0.0,910,0.000864787386526517,YAL025C,ess
0.2540202845007433,-0.14080507944053192,0,0.9375,2.697006061647128,0.004643603436266543,0.16183451975754462,534,0.00022522346254551207,YAL024C,non_ess
1.2955703354522043,0.34355121329162547,0,0.7083333333333334,0.8537981958118832,0.016673979815708645,0.5081774302923929,323,0.00038173279519424224,YAL023C,non_ess
