hits_count,reads_count,hits_count_pro,orf_len,insertion_index,reads_by_len,NI,HFI,orf,label
7,32,0,314,0.022292993630573247,0.10191082802547773,0.8503023052798344,0.2834394904458599,YAL069W,non_ess
5,16,4,254,0.01968503937007874,0.06299212598425198,0.7536417322834645,0.6023622047244095,YAL068W-A,non_ess
1,2,2,362,0.0027624309392265192,0.0055248618784530384,0.10328826209169333,0.9392265193370166,YAL068C,non_ess
7,91,8,227,0.030837004405286344,0.4008810572687225,1.1806550469258763,1.0,YAL067W-A,non_ess
44,428,8,1781,0.02470522178551376,0.240314430095452,1.5827454043893272,0.11061201572150477,YAL067C,non_ess
6,57,6,308,0.01948051948051948,0.18506493506493507,1.3574534161490683,0.3636363636363637,YAL066W,non_ess
6,136,0,386,0.015544041450777204,0.35233160621761656,1.1195836581227934,0.5284974093264249,YAL065C,non_ess
0,0,0,380,0.0,0.0,0.0,1.0,YAL064W-B,non_ess
0,0,0,380,0.0,0.0,0.0,1.0,YAL064C-A,non_ess
0,0,0,284,0.0,0.0,0.0,1.0,YAL064W,non_ess
0,0,0,290,0.0,0.0,0.0,1.0,YAL063C-A,non_ess
13,518,0,3968,0.003276209677419355,0.1305443548387097,0.22403401742239806,0.805695564516129,YAL063C,non_ess
117,1476,17,1373,0.0852148579752367,1.0750182083029862,2.6479469392141177,0.045884923525127456,YAL062W,non_ess
79,1132,0,1253,0.06304868316041501,0.9034317637669592,1.6211780251985402,0.10135674381484436,YAL061W,non_ess
49,700,2,1148,0.042682926829268296,0.6097560975609756,0.8458397421812056,0.10365853658536583,YAL060W,non_ess
2,5,1,422,0.0047393364928909965,0.011848341232227487,0.09391856311287593,0.6184834123222749,YAL059C-A,non_ess
4,12,3,638,0.006269592476489028,0.01880877742946709,0.12424336562267595,0.8526645768025078,YAL059W,non_ess
27,99,2,1508,0.01790450928381963,0.0656498673740053,0.3486587962790003,0.1876657824933687,YAL058W,non_ess
4,11,12,350,0.011428571428571429,0.03142857142857143,0.20728948470883954,1.0,YAL056C-A,non_ess
44,245,2,2642,0.016654049962149888,0.0927327781983346,0.29386504061652857,0.15480696442089326,YAL056W,non_ess
14,64,6,542,0.025830258302583026,0.11808118081180813,0.3604175341364309,0.30996309963099633,YAL055W,non_ess
87,1005,4,2141,0.0406352171882298,0.4694068192433442,0.5762812619421681,0.07753386268099019,YAL054C,non_ess
58,272,0,2351,0.02467035304125904,0.1156954487452148,0.4077712280170408,0.07060825180774137,YAL053W,non_ess
59,460,7,3143,0.018771874005727014,0.14635698377346484,0.2828727220863002,0.10722239898186446,YAL051W,non_ess
15,207,5,740,0.020270270270270268,0.2797297297297297,0.3119670472611649,1.0,YAL049C,non_ess
15,207,2,1988,0.007545271629778672,0.10412474849094568,0.1109716811507342,0.20774647887323944,YAL048C,non_ess
2,6,1,329,0.0060790273556231,0.0182370820668693,0.08682015132897886,0.8480243161094225,YAL047W-A,non_ess
10,44,0,1868,0.005353319057815846,0.023554603854389726,0.07988196584321303,0.4288008565310493,YAL047C,non_ess
5,39,10,356,0.01404494382022472,0.1095505617977528,0.2641902363425029,0.452247191011236,YAL046C,non_ess
4,10,9,308,0.012987012987012988,0.032467532467532464,0.2751903269144649,0.4123376623376624,YAL045C,non_ess
11,58,10,332,0.03313253012048193,0.1746987951807229,0.7174906522642295,0.8855421686746988,YAL044W-A,non_ess
4,27,4,512,0.0078125,0.052734375,0.1781478102189781,0.353515625,YAL044C,non_ess
19,232,0,2357,0.008061094611794654,0.09843020789138736,0.1138722626546131,0.20704285108188372,YAL043C,ess
12,134,2,377,0.03183023872679045,0.35543766578249336,0.4762506939732281,0.5119363395225465,YAL042C-A,non_ess
27,178,11,1247,0.02165196471531676,0.14274258219727345,0.33516486078215624,0.30553327987169204,YAL042W,non_ess
12,32,1,2564,0.0046801872074883,0.0124804992199688,0.07871100971206478,0.29758190327613104,YAL041W,ess
24,253,0,1742,0.013777267508610792,0.1452353616532721,0.2342135476463835,0.27497129735935705,YAL040C,non_ess
21,919,6,809,0.02595797280593325,1.1359703337453646,0.4377603809000595,0.15451174289245986,YAL039C,non_ess
11,32,0,1502,0.0073235685752330235,0.02130492676431425,0.12949400798934754,0.355525965379494,YAL038W,ess
5,10,1,974,0.00513347022587269,0.01026694045174538,0.09094409184244913,1.0,YAL037C-B,non_ess
2,3,2,92,0.021739130434782608,0.03260869565217391,0.3889682024659312,0.5869565217391305,YAL037C-A,non_ess
19,114,1,803,0.023661270236612703,0.14196762141967625,0.43325325885915983,0.16687422166874222,YAL037W,non_ess
15,88,3,1109,0.013525698827772768,0.0793507664562669,0.24766434924581554,0.14697926059513075,YAL036C,non_ess
6,27,0,869,0.0069044879171461454,0.03107019562715765,0.11924574077843735,0.4971231300345225,YAL034W-A,ess
37,618,9,1241,0.029814665592264308,0.4979854955680902,0.8437105367601959,0.1361804995970991,YAL034C,non_ess
1,1,0,521,0.001919385796545105,0.001919385796545105,0.0655333150534686,0.8195777351247601,YAL033W,ess
15,59,0,1139,0.013169446883230905,0.051799824407374885,0.4449391696977299,0.315188762071993,YAL032C,ess
8,28,3,308,0.025974025974025976,0.09090909090909093,0.8152492668621701,0.2922077922077922,YAL031W-A,non_ess
25,110,1,2282,0.010955302366345312,0.04820333041191937,0.3438551355630319,0.1656441717791411,YAL031C,non_ess
7,44,6,466,0.015021459227467813,0.0944206008583691,0.4728833398361295,0.7103004291845494,YAL030W,non_ess
34,145,0,4415,0.007701019252548132,0.03284258210645526,0.27922405289884195,0.09626274065685164,YAL029C,non_ess
16,60,4,1586,0.01008827238335435,0.03783102143757881,0.4644412191582003,0.223203026481715,YAL028W,non_ess
13,125,1,785,0.016560509554140127,0.1592356687898089,0.7077961783439491,0.2624203821656051,YAL027W,non_ess
9,130,1,437,0.020594965675057208,0.2974828375286041,0.8802288329519451,0.5080091533180778,YAL026C-A,non_ess
14,85,0,4067,0.0034423407917383822,0.020899926235554464,0.12319277108433735,0.4280796656011802,YAL026C,non_ess
16,43,0,4307,0.0037148827490132335,0.009983747387973066,0.1382949532473563,0.17668911074994195,YAL024C,non_ess
31,126,1,2279,0.013602457218078104,0.05528740675734972,0.4737894838816296,0.24089512944273805,YAL023C,non_ess
18,90,2,1553,0.01159047005795235,0.05795235028976175,0.4303758057782527,0.11719253058596266,YAL022C,non_ess
12,26,2,2513,0.00477516912057302,0.010346199761241544,0.15470462684947364,0.2904894548348587,YAL021C,non_ess
27,255,12,1001,0.02697302697302697,0.2547452547452547,0.8761112305416103,0.17082917082917082,YAL020C,non_ess
28,287,5,569,0.0492091388400703,0.5043936731107206,1.643949749397904,0.7275922671353251,YAL019W-A,non_ess
23,80,3,3395,0.0067746686303387345,0.023564064801178203,0.1974616650784025,0.4550810014727541,YAL019W,non_ess
7,23,0,977,0.007164790174002047,0.02354145342886387,0.19745318803058584,0.30501535312180145,YAL018C,non_ess
40,139,0,4070,0.009828009828009828,0.03415233415233415,0.2774863315403856,0.13832923832923832,YAL017W,non_ess
6,45,4,185,0.032432432432432434,0.2432432432432433,0.8682726204465336,0.7243243243243244,YAL016C-B,non_ess
1,2,0,314,0.0031847133757961785,0.006369426751592357,0.08526031570202161,0.9777070063694268,YAL016C-A,non_ess
5,33,0,1907,0.002621919244887257,0.0173046670162559,0.07656562050229279,0.5663345568956476,YAL016W,non_ess
20,63,12,1199,0.01668056713928274,0.05254378648874062,0.4940391502722857,0.17514595496246874,YAL015C,non_ess
15,162,5,767,0.01955671447196871,0.21121251629726207,0.5780964797913951,0.3455019556714472,YAL014C,non_ess
4,13,1,1217,0.003286770747740345,0.010682004930156122,0.07922528998694366,0.8586688578471652,YAL013W,non_ess
21,125,7,1184,0.01773648648648649,0.10557432432432433,0.366007821680376,0.2643581081081081,YAL012W,non_ess
13,39,7,1877,0.0069259456579648365,0.02077783697389451,0.14541279425403028,0.2317527970165157,YAL011W,non_ess
0,0,0,1481,0.0,0.0,0.0,1.0,YAL010C,non_ess
4,11,2,779,0.0051347881899871635,0.014120667522464696,0.1041628461397396,0.6534017971758665,YAL009W,non_ess
11,52,1,596,0.018456375838926176,0.08724832214765099,0.3785384410924314,0.3389261744966443,YAL008W,non_ess
6,27,3,647,0.009273570324574959,0.04173106646058733,0.19119919992726608,0.2612055641421948,YAL007C,non_ess
41,186,4,1928,0.021265560165975105,0.09647302904564316,0.4461382983274159,0.2806016597510373,YAL005C,non_ess
15,80,0,647,0.023183925811437404,0.12364760432766615,0.4914210791379401,1.0,YAL004W,non_ess
0,0,4,986,0.0,0.0,0.0,1.0,YAL003W,ess
63,2868,3,3824,0.01647489539748954,0.75,0.3992341090158767,0.1574267782426778,YAL002W,non_ess
30,299,11,1619,0.01852995676343422,0.1846819024088944,1.2130258733099992,0.14947498455836936,YAR002W,non_ess
6,20,8,659,0.009104704097116844,0.03034901365705615,0.8184240719493691,0.3095599393019727,YAR002C-A,non_ess
18,80,1,1280,0.0140625,0.0625,1.4953125,0.58125,YAR003W,non_ess
1,1,0,1865,0.0005361930294906167,0.0005361930294906167,0.04661404031377222,0.9238605898123324,YAR007C,ess
7,16,1,827,0.008464328899637243,0.01934703748488513,0.7495887665174243,0.37605804111245467,YAR008W,ess
9,33,0,2129,0.004227336777829967,0.015500234852043212,0.3748980247707103,0.17895725692813527,YAR014C,non_ess
5,13,0,920,0.005434782608695652,0.014130434782608697,0.4464130434782608,0.4445652173913043,YAR015W,non_ess
2,2,0,1307,0.001530221882172915,0.001530221882172915,0.10683878949681748,0.4032134659525631,YAR018C,non_ess
15,34,0,2924,0.005129958960328317,0.011627906976744186,0.2830300957592339,0.3970588235294117,YAR019C,ess
2,11,0,332,0.006024096385542169,0.03313253012048193,0.26520481927710843,0.927710843373494,YAR019W-A,non_ess
0,0,1,167,0.0,0.0,0.0,1.0,YAR020C,non_ess
9,39,2,539,0.016697588126159554,0.07235621521335807,0.7562903448381606,0.313543599257885,YAR023C,non_ess
13,62,0,707,0.018387553041018388,0.0876944837340877,0.7271078039480967,1.0,YAR027W,non_ess
24,188,6,704,0.03409090909090909,0.2670454545454545,1.3480731225296445,0.14772727272727273,YAR028W,non_ess
1,8,0,224,0.004464285714285714,0.03571428571428571,0.16877297794117646,0.8482142857142857,YAR029W,non_ess
7,63,4,341,0.020527859237536656,0.18475073313782991,0.7907027261865971,0.5894428152492669,YAR030C,non_ess
7,35,2,896,0.0078125,0.0390625,0.3169849537037037,0.7477678571428571,YAR031W,non_ess
6,47,2,704,0.008522727272727272,0.06676136363636362,0.34247576871657753,1.0,YAR033W,non_ess
194,2701,26,2063,0.09403780901599612,1.3092583616093068,4.880601307767964,0.06883179835191469,YAR035W,non_ess
1,1,13,80,0.0125,0.0125,0.797348484848485,0.9875,YAR035C-A,non_ess
62,374,7,3566,0.01738642736960179,0.10487941671340438,1.190440200812552,0.10572069545709477,YAR042W,non_ess
0,0,0,320,0.0,0.0,0.0,1.0,YAR047C,non_ess
12,122,0,4613,0.00260134402774767,0.02644699761543464,0.9840944953342172,0.7357468025146325,YAR050W,non_ess
0,0,0,296,0.0,0.0,0.0,1.0,YAR053W,non_ess
0,0,0,335,0.0,0.0,0.0,1.0,YAR060C,non_ess
1,1,0,299,0.0033444816053511705,0.0033444816053511705,3.5164835164835164,1.0,YAR064W,non_ess
0,0,0,611,0.0,0.0,0.0,1.0,YAR066W,non_ess
1,14,0,485,0.002061855670103093,0.0288659793814433,1.842709867452136,0.6103092783505155,YAR068W,non_ess
0,0,0,293,0.0,0.0,0.0,1.0,YAR069C,non_ess
0,0,0,299,0.0,0.0,0.0,1.0,YAR070C,non_ess
0,0,0,1403,0.0,0.0,0.0,1.0,YAR071W,non_ess
0,0,0,1211,0.0,0.0,0.0,1.0,YAR073W,non_ess
2,5,0,473,0.00422832980972516,0.010570824524312895,1.9356689821806103,1.0,YAR075W,non_ess
0,0,0,2378,0.0,0.0,0.0,1.0,YBL113C,non_ess
0,0,0,482,0.0,0.0,0.0,1.0,YBL113W-A,non_ess
0,0,0,317,0.0,0.0,0.0,1.0,YBL112C,non_ess
0,0,0,2102,0.0,0.0,0.0,1.0,YBL111C,non_ess
12,84,0,335,0.03582089552238806,0.2507462686567164,1.9152746903778977,0.5104477611940299,YBL109W,non_ess
0,0,0,128,0.0,0.0,0.0,1.0,YBL108C-A,non_ess
10,54,0,305,0.032786885245901634,0.17704918032786884,1.703371481596041,0.3278688524590164,YBL108W,non_ess
0,0,0,104,0.0,0.0,0.0,1.0,YBL107W-A,non_ess
14,135,10,590,0.023728813559322038,0.2288135593220339,1.2327790214262873,0.33559322033898303,YBL107C,non_ess
39,318,0,3032,0.012862796833773086,0.10488126649076517,0.5272086986126479,0.1279683377308707,YBL106C,non_ess
10,22,0,3455,0.0028943560057887122,0.006367583212735168,0.11450478584304465,0.33835021707670043,YBL105C,ess
55,344,14,3116,0.017650834403080868,0.11039794608472399,0.4800334768053563,0.2294608472400513,YBL104C,non_ess
14,63,1,1460,0.009589041095890413,0.04315068493150685,0.34278538812785386,0.1917808219178082,YBL103C,non_ess
13,41,1,647,0.02009273570324575,0.0633693972179289,0.8579295239722571,0.2009273570324575,YBL102W,non_ess
73,501,1,3353,0.02177154786758127,0.14941843125559198,1.058416808718469,0.09812108559498957,YBL101C,non_ess
13,255,7,119,0.1092436974789916,2.142857142857143,5.365138288325039,0.24369747899159666,YBL100W-C,non_ess
0,0,0,314,0.0,0.0,0.0,1.0,YBL100C,non_ess
5,8,0,1637,0.003054367745876604,0.004886988393402566,0.17819911821731166,0.4459376908979841,YBL099W,non_ess
32,147,1,1382,0.02315484804630969,0.10636758321273516,2.69506821249126,0.10998552821997104,YBL098W,non_ess
13,73,0,2264,0.005742049469964664,0.03224381625441696,0.6516853288054703,0.44346289752650175,YBL097W,ess
14,180,2,308,0.045454545454545456,0.5844155844155844,3.8253588516746415,0.31493506493506496,YBL096C,non_ess
15,83,9,812,0.018472906403940892,0.1022167487684729,1.529605263157895,0.2844827586206897,YBL095W,non_ess
7,26,0,332,0.021084337349397592,0.0783132530120482,1.6104549778059605,1.0,YBL094C,non_ess
6,8,1,662,0.00906344410876133,0.012084592145015106,0.6337255525520751,0.324773413897281,YBL093C,non_ess
2,4,0,725,0.0027586206896551718,0.0055172413793103435,0.1424682395644283,0.4289655172413793,YBL092W,ess
19,110,8,615,0.030894308943089432,0.17886178861788618,1.5735152266776906,0.1951219512195122,YBL091C-A,non_ess
19,39,4,1265,0.015019762845849802,0.0308300395256917,0.7048365073661517,0.1707509881422925,YBL091C,non_ess
3,8,0,533,0.005628517823639775,0.0150093808630394,0.25495101104857204,0.6866791744840526,YBL090W,non_ess
