hits_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,NI_ratio,HFI,orf,label
0.06060606060606061,0.3448275862068966,1.4285714285714286,0.01798120147118921,0.06369426751592358,3.2780734665386966,1.2928082191780823,0.2611464968152866,YAL069W,non_ess
0.015151515151515152,0.27586206896551724,1.6,0.013894564773191665,0.01968503937007874,1.0115996406489458,0.30398736675878396,0.5748031496062992,YAL068W-A,non_ess
0.006060606060606061,0.0,0.0,0.017572537801389457,0.006493506493506494,0.6628753412192903,2.5477707006369426,0.7824675324675324,YAL066W,non_ess
0.21818181818181817,0.5517241379310345,1.4545454545454546,0.09011033919084593,0.05243991260014567,1.9683139471995268,1.28679308608827,0.12964311726147126,YAL062W,non_ess
0.21515151515151515,0.0,0.0,0.08193706579485084,0.05666400638467677,1.7687063485445875,1.2728598387373475,0.09098164405426976,YAL061W,non_ess
0.1303030303030303,0.0,0.0,0.07478545157335513,0.03745644599303136,0.9617707669572526,0.9238707494501776,0.11062717770034844,YAL060W,non_ess
0.015151515151515152,0.4482758620689655,1.0833333333333333,0.020433183489987742,0.014285714285714284,0.3385331143951833,0.8205619412515963,1.0,YAL056C-A,non_ess
0.012121212121212121,0.13793103448275862,4.0,0.0335104209235799,0.007380073800738006,0.16749964968004108,0.2721518987341772,0.4686346863468634,YAL055W,non_ess
0.030303030303030304,0.0,0.0,0.15713118103800575,0.0042426813746287645,0.08618650526956045,0.2579322253399525,1.0,YAL043C,ess
0.030303030303030304,0.0,0.0,0.022272170004086638,0.026525198938992044,0.5935878214738786,0.8571428571428573,0.35543766578249336,YAL042C-A,non_ess
0.02727272727272727,0.0,0.0,0.17123007764609727,0.003510140405616225,0.08880655226209049,0.42730434782608695,0.4122464898595944,YAL041W,ess
0.03939393939393939,0.20689655172413793,0.75,0.05169595422966899,0.016069221260815822,0.4221260815822002,0.2704741379310345,0.2088998763906057,YAL039C,non_ess
0.01818181818181818,0.0,1.0,0.09889660809154067,0.0039946737683089215,0.11050155348424323,0.2533333333333333,0.5279627163781625,YAL038W,ess
0.0030303030303030303,0.034482758620689655,2.0,0.002860645688598284,0.010869565217391304,0.3102484472049689,0.6,1.0,YAL037C-A,non_ess
0.021212121212121213,0.0,0.0,0.055782590927666534,0.00805523590333717,0.2486209584617098,0.7858064516129032,0.5615650172612198,YAL034W-A,ess
0.0,0.034482758620689655,0.3333333333333333,0.03208009807928076,0.0,0.0,0.0,1.0,YAL033W,ess
0.03636363636363636,0.0,0.0,0.0741724560686555,0.010535557506584723,0.520645237377642,0.7164179104477609,1.0,YAL032C,ess
0.0030303030303030303,0.06896551724137931,0.6666666666666666,0.017572537801389457,0.003246753246753247,0.1373517786561265,1.072463768115942,0.905844155844156,YAL031W-A,non_ess
0.021212121212121213,0.034482758620689655,0.3333333333333333,0.035349407437678795,0.012302284710017573,0.5201559753954306,0.6225961538461539,0.8980667838312829,YAL019W-A,non_ess
0.0,0.13793103448275862,1.0,0.009194932570494484,0.0,0.0,0.0,1.0,YAL016C-B,non_ess
0.0,0.0,0.0,0.06375153248876175,0.0,0.0,0.0,1.0,YAL003W,ess
0.06060606060606061,0.10344827586206896,1.5,0.1068655496526359,0.012353304508956144,1.1055425680799993,0.4695051783659378,0.1982705373687461,YAR002W,non_ess
0.07272727272727272,0.10344827586206896,0.6,0.08377605230894974,0.01875,2.79125,0.6559999999999999,0.1828125,YAR003W,non_ess
0.0030303030303030303,0.0,1.0,0.12362076011442583,0.0005361930294906167,0.06624100465641315,0.1236842105263158,0.84343163538874,YAR007C,ess
0.015151515151515152,0.06896551724137931,0.6666666666666666,0.05292194523906825,0.006045949214026602,0.7522997566314115,0.4149085794655415,0.37605804111245467,YAR008W,ess
