hits_count,reads_count,hits_count_pro,orf_len,insertion_index,NI,HFI,orf,label
0.06060606060606061,0.007941052953079068,0.3448275862068966,0.01798120147118921,0.06369426751592358,3.2780734665386966,0.2611464968152866,YAL069W,non_ess
0.015151515151515152,0.0021570648646584965,0.27586206896551724,0.013894564773191665,0.01968503937007874,1.0115996406489458,0.5748031496062992,YAL068W-A,non_ess
0.0,0.0,0.0,0.021250510829587253,0.0,0.0,1.0,YAL068C,non_ess
0.024242424242424242,0.007502004352307869,0.034482758620689655,0.012055578259092769,0.03524229074889868,2.0152182619142973,0.4361233480176212,YAL067W-A,non_ess
0.048484848484848485,0.005134959722063147,0.27586206896551724,0.11789946873722927,0.008983717012914094,0.8485581422133921,0.23750701852891634,YAL067C,non_ess
0.006060606060606061,0.0010117206887336311,0.0,0.017572537801389457,0.006493506493506494,0.6628753412192903,0.7824675324675324,YAL066W,non_ess
0.00909090909090909,0.002538846256633452,0.034482758620689655,0.022885165508786273,0.007772020725388602,1.182364050167062,0.4481865284974093,YAL065C,non_ess
0.00909090909090909,0.0015462146374985684,0.034482758620689655,0.022476501838986515,0.007894736842105262,1.263157894736842,0.75,YAL064W-B,non_ess
0.0,0.0,0.0,0.022476501838986515,0.0,0.0,1.0,YAL064C-A,non_ess
0.0,0.0,0.0,0.015937883122190438,0.0,0.0,1.0,YAL064W,non_ess
0.0,0.0,0.0,0.016346546791990192,0.0,0.0,1.0,YAL063C-A,non_ess
0.030303030303030304,0.03031344252281144,0.034482758620689655,0.2668573763792399,0.002520161290322581,0.20074053970223324,0.8092237903225806,YAL063C,non_ess
0.21818181818181817,0.05637002252510213,0.5517241379310345,0.09011033919084593,0.05243991260014567,1.9683139471995268,0.12964311726147126,YAL062W,non_ess
0.21515151515151515,0.09827053029435345,0.0,0.08193706579485084,0.05666400638467677,1.7687063485445875,0.09098164405426976,YAL061W,non_ess
0.1303030303030303,0.08435459855686635,0.0,0.07478545157335513,0.03745644599303136,0.9617707669572526,0.11062717770034844,YAL060W,non_ess
0.006060606060606061,0.0004008704615737029,0.13793103448275862,0.0253371475275848,0.0047393364928909965,0.1216921459789404,0.7796208530805687,YAL059C-A,non_ess
0.02727272727272727,0.001412591150307334,0.10344827586206896,0.040049039640375976,0.014106583072100312,0.362215337326031,0.774294670846395,YAL059W,non_ess
0.045454545454545456,0.005478562974840607,0.034482758620689655,0.09930527176134042,0.009946949602122016,0.2500482276344345,0.16644562334217505,YAL058W,non_ess
0.015151515151515152,0.0013744130111098386,0.4482758620689655,0.020433183489987742,0.014285714285714284,0.3385331143951833,1.0,YAL056C-A,non_ess
0.08787878787878788,0.004848623678081931,0.06896551724137931,0.1765427053534941,0.010976532929598791,0.26171320249497937,0.2149886449659349,YAL056W,non_ess
0.012121212121212121,0.0013744130111098386,0.13793103448275862,0.0335104209235799,0.007380073800738006,0.16749964968004108,0.4686346863468634,YAL055W,non_ess
0.15151515151515152,0.029149009277287828,0.06896551724137931,0.14241928892521455,0.023353573096683792,0.543079364434684,0.08874357776739841,YAL054C,non_ess
0.11818181818181818,0.012808765700759745,0.0,0.15672251736820597,0.01658868566567418,0.41236598934278257,0.16035729476818375,YAL053W,non_ess
0.1484848484848485,0.0391325926774329,0.10344827586206896,0.21066612178177363,0.0155902004454343,0.3382299515076845,0.10817690104995227,YAL051W,non_ess
0.024242424242424242,0.003626923223762074,0.034482758620689655,0.04699632202697181,0.010810810810810813,0.24498829538199615,0.20675675675675675,YAL049C,non_ess
0.04242424242424243,0.0014507692895048296,0.06896551724137931,0.1319983653453208,0.007042253521126761,0.14423578508085552,0.2761569416498994,YAL048C,non_ess
0.006060606060606061,0.00041995953117245066,0.034482758620689655,0.0190028606456886,0.0060790273556231,0.12180737649140315,0.8267477203647416,YAL047W-A,non_ess
0.024242424242424242,0.000706295575153667,0.034482758620689655,0.12382509194932573,0.004282655246252678,0.08792377448514724,0.5058886509635975,YAL047C,non_ess
0.006060606060606061,0.0002290688351849731,0.10344827586206896,0.020841847159787496,0.005617977528089888,0.1362047440699126,0.452247191011236,YAL046C,non_ess
0.015151515151515152,0.0043332187989157415,0.13793103448275862,0.017572537801389457,0.016233766233766232,0.44336219336219335,0.46103896103896097,YAL045C,non_ess
0.021212121212121213,0.003607834154163326,0.13793103448275862,0.019207192480588477,0.021084337349397592,0.588487282463186,0.9367469879518072,YAL044W-A,non_ess
0.03636363636363636,0.0019279960294735236,0.24137931034482757,0.03146710257458112,0.0234375,0.572021484375,0.22265625,YAL044C,non_ess
0.030303030303030304,0.0006490283663574237,0.0,0.15713118103800575,0.0042426813746287645,0.08618650526956045,1.0,YAL043C,ess
0.030303030303030304,0.00408506089413202,0.0,0.022272170004086638,0.026525198938992044,0.5935878214738786,0.35543766578249336,YAL042C-A,non_ess
0.10909090909090909,0.007921963883480319,0.24137931034482757,0.0815284021250511,0.028869286287089013,0.6683867368641261,0.35445068163592625,YAL042W,non_ess
0.02727272727272727,0.000553583018363685,0.0,0.17123007764609727,0.003510140405616225,0.08880655226209049,0.4122464898595944,YAL041W,ess
0.03636363636363636,0.0064902836635742376,0.0,0.11524315488353086,0.006888633754305396,0.17792187954253166,0.3140068886337543,YAL040C,non_ess
0.03939393939393939,0.0014507692895048296,0.20689655172413793,0.05169595422966899,0.016069221260815822,0.4221260815822002,0.2088998763906057,YAL039C,non_ess
0.01818181818181818,0.0008017409231474059,0.0,0.09889660809154067,0.0039946737683089215,0.11050155348424323,0.5279627163781625,YAL038W,ess
0.0030303030303030303,0.00024815790478372086,0.0,0.06293420514916225,0.001026694045174538,0.028455395847592976,1.0,YAL037C-B,non_ess
0.0030303030303030303,0.0005726720879624328,0.034482758620689655,0.002860645688598284,0.010869565217391304,0.3102484472049689,1.0,YAL037C-A,non_ess
0.03333333333333333,0.001259878593517352,0.0,0.051287290559869234,0.0136986301369863,0.39990953734815204,0.3013698630136986,YAL037W,non_ess
0.05454545454545454,0.003626923223762074,0.06896551724137931,0.07212913771965673,0.016230838593327322,0.4738333021419943,0.22633002705139765,YAL036C,non_ess
0.021212121212121213,0.0014889474287023252,0.0,0.055782590927666534,0.00805523590333717,0.2486209584617098,0.5615650172612198,YAL034W-A,ess
0.05757575757575758,0.009067308059405185,0.06896551724137931,0.08111973845525133,0.015310233682514104,0.716745754618438,0.22481869460112813,YAL034C,non_ess
0.0,0.0,0.034482758620689655,0.03208009807928076,0.0,0.0,1.0,YAL033W,ess
0.03636363636363636,0.0008780972015423969,0.0,0.0741724560686555,0.010535557506584723,0.520645237377642,1.0,YAL032C,ess
0.0030303030303030303,1.9089069598747758e-05,0.06896551724137931,0.017572537801389457,0.003246753246753247,0.1373517786561265,0.905844155844156,YAL031W-A,non_ess
0.06363636363636363,0.01916542587714275,0.13793103448275862,0.1520228851655088,0.009202453987730062,0.3893038143504935,0.15425065731814194,YAL031C,non_ess
0.01818181818181818,0.005058603443668156,0.20689655172413793,0.02833401443944967,0.012875536480686695,0.4954015941140405,0.3562231759656652,YAL030W,non_ess
0.11515151515151516,0.014832207078227008,0.034482758620689655,0.2973028197793216,0.008607021517553794,0.4087729092562168,0.09762174405436014,YAL029C,non_ess
0.06666666666666667,0.02195243003855992,0.034482758620689655,0.10461789946873724,0.013871374527112231,0.7521367521367522,1.0,YAL028W,non_ess
0.051515151515151514,0.005860344366815561,0.0,0.050061299550469965,0.021656050955414008,1.1287556315053595,0.19363057324840768,YAL027W,non_ess
0.01818181818181818,0.004562287634100715,0.0,0.026358806702084188,0.013729977116704805,0.7156331975219066,1.0,YAL026C-A,non_ess
0.03333333333333333,0.0008780972015423969,0.0,0.27360032693093583,0.0027046963363658717,0.11062208015736416,0.29481190066388,YAL026C,non_ess
0.021212121212121213,0.0008399190623449013,0.0,0.28994687372292605,0.0016252612026932901,0.08587670483908416,0.4557696772695612,YAL024C,non_ess
0.045454545454545456,0.0011644332455236133,0.034482758620689655,0.15181855333060892,0.0065818341377797285,0.3209541665004587,0.6941641070645019,YAL023C,non_ess
0.05454545454545454,0.009525445729775131,0.034482758620689655,0.10237024928483858,0.01159047005795235,0.5933969443306211,0.16934964584674822,YAL022C,non_ess
0.045454545454545456,0.0019470850990722713,0.06896551724137931,0.16775643645279936,0.005968961400716275,0.2618078300529554,0.29009152407481104,YAL021C,non_ess
0.03939393939393939,0.0017561944030847938,0.034482758620689655,0.06477319166326115,0.012987012987012988,0.5374947633012149,0.17682317682317686,YAL020C,non_ess
0.021212121212121213,0.001584392776696064,0.034482758620689655,0.035349407437678795,0.012302284710017573,0.5201559753954306,0.8980667838312829,YAL019W-A,non_ess
0.09696969696969697,0.004829534608483183,0.0,0.2278299959133633,0.009425625920471279,0.3639270891111834,0.1923416789396171,YAL019W,non_ess
0.024242424242424242,0.006547550872370481,0.0,0.06313853698406212,0.008188331627430911,0.2950948744193371,0.4984646878198567,YAL018C,non_ess
0.12424242424242424,0.008361012484251518,0.034482758620689655,0.2738046587658357,0.010073710073710074,0.4209467649467649,0.11547911547911548,YAL017W,non_ess
0.0,0.0,0.13793103448275862,0.009194932570494484,0.0,0.0,1.0,YAL016C-B,non_ess
0.0,0.0,0.0,0.01798120147118921,0.0,0.0,1.0,YAL016C-A,non_ess
0.012121212121212121,0.00011453441759248655,0.0,0.1264814058030241,0.002097535395909806,0.08858053325803719,0.5925537493445202,YAL016W,non_ess
0.05757575757575758,0.00221433207345474,0.24137931034482757,0.07825909276665305,0.0158465387823186,0.7040057891380072,0.2785654712260217,YAL015C,non_ess
0.03333333333333333,0.0053258504180506245,0.10344827586206896,0.0488353085410707,0.014341590612777053,0.5888019701579024,0.2816166883963494,YAL014C,non_ess
0.012121212121212121,0.0012407895239186042,0.06896551724137931,0.07948508377605232,0.003286770747740345,0.10943832430399844,0.7058340180772391,YAL013W,non_ess
0.030303030303030304,0.0006681174359561715,0.034482758620689655,0.07723743359215367,0.008445945945945945,0.2694895525777879,0.3386824324324325,YAL012W,non_ess
0.015151515151515152,0.00024815790478372086,0.24137931034482757,0.12443808745402535,0.0026638252530633987,0.08690969440750011,0.4549813532232286,YAL011W,non_ess
0.006060606060606061,0.0001908906959874776,0.0,0.09746628524724153,0.001350438892640108,0.04405928329584813,0.7218095881161377,YAL010C,non_ess
0.015151515151515152,0.0011262551063261177,0.034482758620689655,0.04965263588067021,0.006418485237483954,0.20558456474948605,0.6534017971758665,YAL009W,non_ess
0.021212121212121213,0.0032642309013858665,0.0,0.03718839395177769,0.01174496644295302,0.37720461994693305,0.28691275167785235,YAL008W,non_ess
0.01818181818181818,0.002118886725461001,0.06896551724137931,0.0406620351450756,0.009273570324574959,0.3000356675781714,0.3369397217928903,YAL007C,non_ess
0.1,0.011720688733631123,0.06896551724137931,0.12791172864732325,0.01711618257261411,0.5903632463605036,0.3454356846473029,YAL005C,non_ess
0.04242424242424243,0.005688542740426832,0.0,0.0406620351450756,0.021638330757341576,0.7355083058328807,1.0,YAL004W,non_ess
0.0,0.0,0.0,0.06375153248876175,0.0,0.0,1.0,YAL003W,ess
0.09696969696969697,0.11818042988584737,0.0,0.25704944830404575,0.008368200836820083,0.3000678502770553,0.4079497907949791,YAL002W,non_ess
0.06060606060606061,0.006872065055549193,0.10344827586206896,0.1068655496526359,0.012353304508956144,1.1055425680799993,0.1982705373687461,YAR002W,non_ess
0.015151515151515152,0.0004008704615737029,0.3103448275862069,0.04147936248467512,0.0075872534142640375,0.9478922867210204,0.29742033383915023,YAR002C-A,non_ess
0.07272727272727272,0.00332149811018211,0.10344827586206896,0.08377605230894974,0.01875,2.79125,0.1828125,YAR003W,non_ess
0.0030303030303030303,1.9089069598747758e-05,0.0,0.12362076011442583,0.0005361930294906167,0.06624100465641315,0.84343163538874,YAR007C,ess
0.015151515151515152,0.0004008704615737029,0.06896551724137931,0.05292194523906825,0.006045949214026602,0.7522997566314115,0.37605804111245467,YAR008W,ess
0.02727272727272727,0.002996983927003398,0.0,0.14160196158561505,0.004227336777829967,0.5419721445054833,0.3705965241897605,YAR014C,non_ess
0.012121212121212121,0.0002863360439812164,0.0,0.05925623212096445,0.004347826086956522,0.4914639010769845,0.4945652173913043,YAR015W,non_ess
0.012121212121212121,0.00043904860077119846,0.034482758620689655,0.08561503882304863,0.00306044376434583,0.27142827601894165,0.6970160673297628,YAR018C,non_ess
0.06060606060606061,0.002825182300614668,0.0,0.19574989783408256,0.006839945280437756,0.5183701387531757,0.34746922024623805,YAR019C,ess
0.006060606060606061,0.0010880769671286223,0.0,0.019207192480588477,0.006024096385542169,0.36429233417185225,0.9849397590361446,YAR019W-A,non_ess
0.0,0.0,0.0,0.007968941561095219,0.0,0.0,1.0,YAR020C,non_ess
0.021212121212121213,0.00043904860077119846,0.0,0.03330608908868002,0.012987012987012988,0.7908369408369409,0.3896103896103896,YAR023C,non_ess
0.015151515151515152,0.005669453670828085,0.0,0.04474867184307316,0.007072135785007072,0.39992378216356056,1.0,YAR027W,non_ess
0.03939393939393939,0.003455121597373344,0.20689655172413793,0.044544340008173276,0.01846590909090909,1.0442328073480924,0.19886363636363635,YAR028W,non_ess
