hits_count,reads_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,NI_ratio,HFI,orf,label
0.0028901734104046237,0.00017287578874578615,0.0,0.8,0.021250510829587253,0.0027624309392265192,0.13304928676218122,0.4096045197740113,0.43922651933701656,YAL068C,non_ess
0.05491329479768786,0.017892644135188866,0.08108108108108109,0.7727272727272727,0.11789946873722927,0.010668163952835484,0.6468946331071229,0.4718319852419469,0.18135878719820325,YAL067C,non_ess
0.026011560693641616,0.004840522084882012,0.08108108108108109,1.4,0.017572537801389457,0.02922077922077922,1.9037456445993035,1.3024390243902442,0.23376623376623376,YAL066W,non_ess
0.008670520231213872,0.0007779410493560378,0.027027027027027032,0.6666666666666666,0.022885165508786276,0.007772020725388602,0.5500563189907637,0.21260869565217394,0.4430051813471503,YAL065C,non_ess
0.008670520231213872,0.0009508168381018238,0.054054054054054064,4.0,0.022476501838986515,0.007894736842105262,0.5519986675549634,1.9620253164556964,0.5368421052631579,YAL064C-A,non_ess
0.0953757225433526,0.021004408332613016,0.027027027027027032,1.6,0.07478545157335513,0.02874564459930314,0.5562830167472181,0.7023041474654378,0.07317073170731707,YAL060W,non_ess
0.031791907514450865,0.005877776817356729,0.2972972972972973,1.4444444444444444,0.020433183489987745,0.03142857142857143,0.5569791240278347,1.2922636103151863,0.38,YAL056C-A,non_ess
0.04335260115606936,0.01486731783213761,0.08108108108108109,4.5,0.0335104209235799,0.027675276752767528,0.40507568340989536,0.9239332096474956,0.3284132841328413,YAL055W,non_ess
0.1445086705202312,0.039242804045293456,0.08108108108108109,1.6785714285714286,0.14241928892521455,0.023353573096683792,0.34423534517316584,0.6359781950333132,0.07006071929005138,YAL054C,non_ess
0.10404624277456646,0.02048578096637566,0.13513513513513514,0.5,0.1319983653453208,0.018108651911468814,0.27212186160440904,0.7588932806324109,0.2751509054325956,YAL048C,non_ess
0.02023121387283237,0.0035439536692886157,0.08108108108108109,0.8571428571428571,0.12382509194932573,0.003747323340471092,0.05731531049250535,0.28411764705882353,0.5058886509635975,YAL047C,non_ess
0.031791907514450865,0.0035439536692886157,0.0,0.8947368421052632,0.15713118103800575,0.004666949512091642,0.07071275646868888,0.2652181884855152,0.3949936359779381,YAL043C,ess
0.02890173410404624,0.007260783127323019,0.054054054054054064,0.5,0.02227217000408664,0.026525198938992044,0.4447074884006256,1.1074918566775247,0.1724137931034483,YAL042C-A,non_ess
0.02890173410404624,0.004321894718644654,0.0,1.0476190476190477,0.17123007764609727,0.0039001560062402493,0.07320970258165166,0.5382003395585739,0.87597503900156,YAL041W,ess
0.05780346820809248,0.032587086178580686,0.0,0.25,0.07212913771965672,0.018034265103697024,0.38487609216131335,1.1926977687626772,0.3165013525698828,YAL036C,non_ess
0.011560693641618495,0.002420261042441006,0.0,1.6666666666666667,0.05578259092766653,0.004602991944764097,0.112350578896691,0.3469387755102041,0.4867663981588032,YAL034W-A,ess
0.05491329479768786,0.008038724176679056,0.2702702702702703,1.0666666666666669,0.08111973845525132,0.015310233682514104,0.5425832348046119,1.1076991544281265,0.08783239323126511,YAL034C,non_ess
0.03757225433526011,0.009335292592272452,0.027027027027027032,0.6875,0.1520228851655088,0.0056967572304995615,0.20034740187744848,0.39156626506024106,0.19588080631025412,YAL031C,non_ess
0.011560693641618495,0.0037168294580344026,0.13513513513513514,0.5555555555555556,0.02833401443944967,0.008583690987124462,0.2737745651682855,0.3157894736842105,0.2725321888412017,YAL030W,non_ess
0.15028901734104044,0.04183594087648025,0.08108108108108109,0.75,0.2973028197793216,0.011778029445073612,0.4462417448178452,1.5884831460674156,0.08788221970554927,YAL029C,non_ess
0.04624277456647399,0.01944852623390094,0.027027027027027032,0.7142857142857143,0.05006129955046997,0.02038216560509554,0.926738040384876,1.387888707037643,0.3821656050955414,YAL027W,non_ess
0.023121387283236997,0.006137090500475408,0.0,0.6666666666666666,0.27360032693093583,0.0019670518809933608,0.06952678438622215,0.271604938271605,0.24834029997541185,YAL026C,non_ess
0.0,0.0,0.027027027027027032,0.8,0.05925623212096445,0.0,0.0,0.0,0.9891304347826086,YAL025C,ess
0.10982658959537572,0.023856858846918492,0.0,2.0,0.15181855333060892,0.016673979815708645,0.5081774302923929,0.7861305361305361,0.14172882843352347,YAL023C,non_ess
0.04046242774566474,0.00760653470481459,0.1891891891891892,1.5,0.10237024928483858,0.00901481004507405,0.2928946455990886,0.7980769230769231,0.1390856406954282,YAL022C,non_ess
0.03757225433526011,0.006137090500475408,0.027027027027027032,1.3333333333333333,0.16775643645279936,0.005173099880620772,0.14748507759649826,0.2944117647058824,0.480700358137684,YAL021C,non_ess
0.05780346820809248,0.016250324142103898,0.1891891891891892,0.8333333333333334,0.06477319166326115,0.01998001998001998,0.5572688181383834,0.6521739130434782,0.15184815184815184,YAL020C,non_ess
0.06358381502890173,0.007952286282306162,0.054054054054054064,1.3333333333333333,0.2278299959133633,0.006480117820324006,0.1704901794674626,0.6057030481809244,0.29513991163475706,YAL019W,non_ess
0.02890173410404624,0.00760653470481459,0.0,1.6,0.06313853698406212,0.010235414534288641,0.2664050949619015,0.7407407407407407,0.2579324462640737,YAL018C,non_ess
0.20809248554913293,0.04218169245397182,0.0,1.2222222222222223,0.2738046587658357,0.01769041769041769,0.5230355569978211,1.5245283018867928,0.08378378378378379,YAL017W,non_ess
0.005780346820809247,0.0003457515774915723,0.0,0.75,0.1264814058030241,0.001048767697954903,0.036908555524182166,0.12971342383107087,0.5862611431567908,YAL016W,non_ess
0.0028901734104046237,0.0002593136831186792,0.027027027027027032,0.8,0.07948508377605233,0.0008216926869350862,0.019806322496735914,0.11273006134969325,0.7009038619556286,YAL013W,non_ess
0.023121387283236997,0.003889705246780188,0.0,0.3636363636363637,0.07723743359215368,0.006756756756756757,0.14019347216068528,0.22131147540983606,0.3369932432432433,YAL012W,non_ess
0.005780346820809247,0.0004321894718644654,0.027027027027027032,1.25,0.09746628524724152,0.001350438892640108,0.02958570230977241,0.27467218771566604,0.7258609047940581,YAL010C,non_ess
0.008670520231213872,0.0014694442043391822,0.054054054054054064,0.6666666666666666,0.04965263588067021,0.003851091142490373,0.08162014063188551,0.9402985074626868,0.4878048780487805,YAL009W,non_ess
0.02023121387283237,0.0015558820987120756,0.16216216216216214,1.1666666666666667,0.0406620351450756,0.010819165378670788,0.2275270479134467,0.7272222222222222,0.3261205564142195,YAL007C,non_ess
0.10115606936416184,0.03146339355173308,0.1891891891891892,1.5263157894736843,0.12791172864732325,0.01815352697095436,0.3788966911373551,1.1128205128205129,0.4118257261410788,YAL005C,non_ess
0.0028901734104046237,8.643789437289306e-05,0.0,0.9375,0.06375153248876175,0.0010141987829614604,0.02162803521140629,0.1276005547850208,1.0,YAL003W,ess
0.12716763005780346,0.19232431497968708,0.054054054054054064,1.1052631578947372,0.2570494483040457,0.011506276150627616,0.2462250303684708,0.6576751946607342,0.14513598326359833,YAL002W,non_ess
0.03757225433526011,0.004667646296136226,0.0,0.5,0.14160196158561505,0.006106153123532175,0.5218991021163912,0.5141908212560387,0.18788163457022075,YAR014C,non_ess
0.005780346820809247,0.0005186273662373584,0.0,0.5555555555555556,0.05925623212096445,0.002173913043478261,0.1471691352126135,0.12271062271062272,0.5836956521739131,YAR015W,non_ess
0.04624277456647399,0.007347221021695911,0.0,0.625,0.19574989783408256,0.005471956224350204,0.2490913934074666,0.3951879058873629,0.3160054719562244,YAR019C,ess
0.0028901734104046237,8.643789437289306e-05,0.0,1.0,0.007968941561095219,0.0059880239520958105,0.20480272332048235,0.3835616438356164,0.5508982035928144,YAR020C,non_ess
0.04624277456647399,0.013397873627798429,0.027027027027027032,3.6363636363636362,0.03330608908868002,0.029684601113172542,1.0199777830767531,0.9780564263322884,0.4434137291280149,YAR023C,non_ess
0.02890173410404624,0.011150488374103209,0.027027027027027032,1.4375,0.044748671843073164,0.014144271570014143,0.4385527838498136,0.4545454545454545,0.24186704384724186,YAR027W,non_ess
