hits_count,reads_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.05491329479768786,0.03958855562278503,0.16216216216216214,1.4705882352941178,0.017981201471189208,0.06050955414012739,2.8065974679562795,0.7916666666666667,0.2611464968152866,0.0020584123038682608,YAL069W,non_ess
0.031791907514450865,0.04097156193275132,0.2702702702702703,1.1428571428571428,0.013894564773191663,0.043307086614173235,2.0219656231995398,0.5701219512195121,0.8858267716535433,0.0022397200349956255,YAL068W-A,non_ess
0.0028901734104046237,0.00017287578874578615,0.0,0.8,0.021250510829587253,0.0027624309392265192,0.13304928676218122,0.4096045197740113,0.43922651933701656,0.005455366760485076,YAL068C,non_ess
0.01445086705202312,0.04028005877776817,0.08108108108108109,0.25,0.012055578259092769,0.022026431718061675,1.095846088752831,2.0762711864406778,0.31277533039647576,0.008624433827635416,YAL067W-A,non_ess
0.05491329479768786,0.017892644135188866,0.08108108108108109,0.7727272727272727,0.11789946873722927,0.010668163952835484,0.6468946331071229,0.4718319852419469,0.18135878719820325,0.000401555462458041,YAL067C,non_ess
0.026011560693641616,0.004840522084882012,0.08108108108108109,1.4,0.017572537801389457,0.02922077922077922,1.9037456445993035,1.3024390243902442,0.23376623376623376,0.006087662337662338,YAL066W,non_ess
0.03468208092485549,0.005359149451119371,0.0,0.8461538461538461,0.2668573763792399,0.0030241935483870967,0.12419754637667915,0.41329953779633216,0.40095766129032256,0.0002646882159729121,YAL063C,non_ess
0.1445086705202312,0.06923675339268735,0.0,1.5,0.08193706579485084,0.039904229848363934,0.8941397788165546,0.7109164420485176,0.0893854748603352,0.0013182647360620227,YAL061W,non_ess
0.0953757225433526,0.021004408332613016,0.027027027027027032,1.6,0.07478545157335513,0.02874564459930314,0.5562830167472181,0.7023041474654378,0.07317073170731707,0.0015036502405840384,YAL060W,non_ess
0.011560693641618495,0.002333823148068113,0.054054054054054064,0.9285714285714286,0.0253371475275848,0.009478672985781993,0.18343039012661397,1.489736070381232,0.4004739336492891,0.003954120979275918,YAL059C-A,non_ess
0.031791907514450865,0.009075978909153772,0.13513513513513514,1.0,0.040049039640375976,0.017241379310344827,0.33365355445444433,8.193548387096778,0.26489028213166144,0.005917159763313609,YAL059W,non_ess
0.09248554913294796,0.02809231567119025,0.027027027027027032,1.5555555555555556,0.09930527176134042,0.02122015915119364,0.4019040005813742,0.5143378995433789,0.07161803713527852,0.0008350525591904902,YAL058W,non_ess
0.18208092485549127,0.05047973031376955,0.21621621621621626,1.2105263157894737,0.1765427053534941,0.02384557153671461,0.4070678928013115,0.6893491124260356,0.04920514761544285,0.0010394223490362779,YAL056W,non_ess
0.1445086705202312,0.039242804045293456,0.08108108108108109,1.6785714285714286,0.14241928892521455,0.023353573096683792,0.34423534517316584,0.6359781950333132,0.07006071929005138,0.000887435777673984,YAL054C,non_ess
0.1213872832369942,0.03310571354481805,0.027027027027027032,1.7391304347826086,0.15672251736820594,0.01786473840918758,0.3032203180527161,0.5667299177735612,0.11782220331773713,0.00040385303434900576,YAL053W,non_ess
0.023121387283236997,0.006223528394848302,0.08108108108108109,1.8571428571428568,0.046996322026971814,0.010810810810810813,0.17578256222324018,0.3243602525756065,0.2445945945945946,0.0006794086904584142,YAL049C,non_ess
0.02023121387283237,0.004667646296136226,0.054054054054054064,0.6,0.0190028606456886,0.02127659574468085,0.31217300313916985,1.2144808743169395,0.7112462006079028,0.0029485880549710336,YAL047W-A,non_ess
0.01445086705202312,0.0026795747255596854,0.2702702702702703,0.6666666666666666,0.020841847159787496,0.01404494382022472,0.2575299782834482,0.4726890756302522,0.43258426966292135,0.002973150445060557,YAL046C,non_ess
0.01445086705202312,0.005964214711729622,0.2972972972972973,0.625,0.01920719248058848,0.015060240963855422,0.3152610441767068,0.4947916666666666,0.1686746987951807,0.017104130808950086,YAL044W-A,non_ess
0.031791907514450865,0.0035439536692886157,0.0,0.8947368421052632,0.15713118103800575,0.004666949512091642,0.07071275646868888,0.2652181884855152,0.3949936359779381,0.00018274062634007893,YAL043C,ess
0.02890173410404624,0.004321894718644654,0.0,1.0476190476190477,0.17123007764609727,0.0039001560062402493,0.07320970258165166,0.5382003395585739,0.87597503900156,0.0001970915880268336,YAL041W,ess
0.017341040462427744,0.0012965684155933962,0.0,0.03333333333333333,0.09889660809154067,0.0039946737683089215,0.08260082901646089,0.15579646791397098,0.26564580559254325,0.00029200831639685095,YAL038W,ess
0.017341040462427744,0.005013397873627798,0.0,2.0,0.002860645688598284,0.06521739130434782,1.37162471395881,3.0105263157894737,0.6086956521739131,0.010869565217391306,YAL037C-A,non_ess
0.03757225433526011,0.005359149451119371,0.0,1.5,0.051287290559869234,0.0161892901618929,0.34550178211019017,0.823706896551724,0.2727272727272727,0.0007904149394109988,YAL037W,non_ess
