hits_count,reads_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.05491329479768786,0.03958855562278503,0.16216216216216217,1.0,0.01798120147118921,0.06050955414012739,2.8065974679562795,0.6304012345679013,53,0.654320987654321,YAL069W,non_ess
0.031791907514450865,0.04097156193275132,0.2702702702702703,0.6666666666666666,0.013894564773191665,0.043307086614173235,2.0219656231995393,0.5407774390243901,146,0.9798657718120806,YAL068W-A,non_ess
0.002890173410404624,0.00017287578874578615,0.0,0.0,0.021250510829587253,0.0027624309392265192,0.13304928676218122,0.15819209039548024,199,1.4316546762589928,YAL068C,non_ess
0.014450867052023121,0.04028005877776817,0.08108108108108109,0.6,0.012055578259092769,0.022026431718061675,1.095846088752831,1.977401129943502,192,0.8458149779735683,YAL067W-A,non_ess
0.05491329479768786,0.017892644135188866,0.08108108108108109,1.5,0.11789946873722927,0.010668163952835484,0.6468946331071229,0.4718319852419469,452,2.183574879227053,YAL067C,non_ess
0.026011560693641616,0.004840522084882012,0.08108108108108109,0.75,0.017572537801389457,0.02922077922077922,1.9037456445993033,2.158536585365854,157,1.3083333333333331,YAL066W,non_ess
0.008670520231213872,0.0007779410493560377,0.02702702702702703,1.0,0.022885165508786273,0.007772020725388602,0.5500563189907637,0.2850931677018634,230,1.3450292397660821,YAL065C,non_ess
0.005780346820809248,0.0002593136831186792,0.02702702702702703,1.0,0.022476501838986515,0.005263157894736842,0.3738656987295826,0.8125267535008869,312,0.8210526315789474,YAL064W-B,non_ess
0.008670520231213872,0.0009508168381018238,0.05405405405405406,1.0,0.022476501838986515,0.007894736842105262,0.5519986675549634,0.968354430379747,169,0.6353383458646616,YAL064C-A,non_ess
0.005780346820809248,0.0006915031549831446,0.10810810810810811,1.0,0.015937883122190438,0.007042253521126761,0.39070859264111796,1.2790697674418603,135,0.5487804878048781,YAL064W,non_ess
