hits_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,NI_ratio,HFI,orf,label
0.12422360248447203,0.6451612903225806,4.0,0.01798120147118921,0.12738853503184713,5.872377007541712,2.284096271826333,0.2611464968152866,YAL069W,non_ess
0.024844720496894408,0.9354838709677419,5.8,0.013894564773191665,0.031496062992125984,1.444103918147956,0.5844311377245509,0.5905511811023622,YAL068W-A,non_ess
0.024844720496894408,0.22580645161290322,1.4,0.017572537801389457,0.025974025974025976,1.8584183673469388,1.135714285714286,0.4512987012987013,YAL066W,non_ess
0.2329192546583851,0.7741935483870968,3.4285714285714284,0.09011033919084593,0.05462490895848507,1.7624087647797184,0.74468085106383,0.06919155134741442,YAL062W,non_ess
0.20186335403726707,0.0,0.0,0.08193706579485084,0.051875498802873114,1.4150733890835907,1.0823311748381128,0.13248204309656825,YAL061W,non_ess
0.09937888198757763,0.12903225806451613,2.0,0.07478545157335513,0.027874564459930317,0.6151981634484286,0.9302804219192178,0.2195121951219512,YAL060W,non_ess
0.03416149068322981,0.4193548387096774,1.4444444444444444,0.020433183489987742,0.03142857142857143,0.6331782224290368,1.5980456026058631,0.9914285714285714,YAL056C-A,non_ess
0.03105590062111801,0.06451612903225806,0.6666666666666666,0.0335104209235799,0.01845018450184502,0.2980286559622353,0.3762586115527292,0.3339483394833948,YAL055W,non_ess
0.024844720496894408,0.0,0.0,0.15713118103800575,0.0033941450997030122,0.05666370964631465,0.18020202020202014,0.39584217225286383,YAL043C,ess
0.03416149068322981,0.03225806451612903,0.3333333333333333,0.022272170004086638,0.02917771883289125,0.5382713936662769,1.025089605734767,0.3448275862068966,YAL042C-A,non_ess
0.015527950310559004,0.0,1.0,0.17123007764609727,0.0019500780031201247,0.03967658706348255,0.2059896625114017,0.7823712948517941,YAL041W,ess
0.06211180124223602,0.12903225806451613,0.4444444444444444,0.05169595422966899,0.02472187886279357,0.5318123862452916,0.30405814657783153,0.19777503090234855,YAL039C,non_ess
0.02795031055900621,0.0,0.0,0.09889660809154067,0.005992010652463382,0.13085710281028806,0.275328947368421,0.6491344873501997,YAL038W,ess
0.009316770186335404,0.06451612903225806,4.0,0.002860645688598284,0.03260869565217391,0.7133449698508411,0.9963503649635036,0.31521739130434784,YAL037C-A,non_ess
0.015527950310559004,0.0,0.0,0.055782590927666534,0.005753739930955121,0.1274346843967097,0.6216931216931216,0.4787111622554661,YAL034W-A,ess
0.0,0.0,0.0,0.03208009807928076,0.0,0.0,0.0,1.0,YAL033W,ess
0.043478260869565216,0.0,0.0,0.0741724560686555,0.012291483757682178,0.4472209090295131,1.2769230769230768,0.3125548726953468,YAL032C,ess
0.012422360248447204,0.06451612903225806,0.5,0.017572537801389457,0.012987012987012988,0.4459893048128342,0.7623529411764706,0.42857142857142855,YAL031W-A,non_ess
0.037267080745341616,0.0967741935483871,0.5,0.035349407437678795,0.0210896309314587,0.8152648757218177,0.5333333333333333,0.7416520210896309,YAL019W-A,non_ess
0.003105590062111801,0.06451612903225806,0.5,0.009194932570494484,0.005405405405405407,0.22189189189189196,0.43888888888888894,1.0,YAL016C-B,non_ess
