hits_count,reads_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,NI_ratio,HFI_normalized,HFI_ratio,orf,label
-0.8684228854185674,-0.32521902473002856,0,0.0,-0.8885240323962846,0.019337016574585638,0.7493093922651933,0.17756255044390634,0.44751381215469616,0.002814552277702492,YAL068C,non_ess
0.5565764674811589,0.12572888228984788,3,1.5882352941176472,0.4011761459174296,0.021336327905670967,1.1687390025652853,0.5534979423868313,0.12408759124087593,0.000384172109104879,YAL067C,non_ess
-0.9603583275411304,-0.29067308383657703,3,1.4285714285714286,-0.9376035317824302,0.016233766233766232,0.9672065852363247,1.9682926829268292,0.5227272727272727,0.007260101010101009,YAL066W,non_ess
-0.8684228854185674,1.962215775857799,1,0.0,-0.8667109215579977,0.01813471502590673,1.2148020213650612,0.4527950310559006,0.4274611398963731,0.0024997727479320058,YAL065C,non_ess
-1.1442292117862563,-0.3631578705326584,2,0.5,-0.8721641992675694,0.002631578947368421,0.18635852451641924,2.962025316455697,0.7447368421052631,0.0036506707946336423,YAL064C-A,non_ess
3.4525428943418928,1.4776472656469741,20,1.3529411764705883,0.03035326166655193,0.07356154406409322,1.6901322033150148,0.9496728219534756,0.06627822286962855,0.0008720818798635335,YAL062W,non_ess
2.4412530309937,3.709253358183777,0,0.0,-0.07871229252488267,0.06304868316041501,1.2171305789182885,0.7346292947558771,0.1037509976057462,0.0009263481929084485,YAL061W,non_ess
1.5678663308293517,0.758042979000345,1,1.1875,-0.17414465244238794,0.05226480836236934,0.8371249281147457,0.6645161290322581,0.11585365853658534,0.0013792102206736355,YAL060W,non_ess
-0.7764874432960044,-0.24749065771976259,5,1.8333333333333333,-0.637673257755985,0.014106583072100312,0.2259450041087135,1.4767025089605734,0.7789968652037618,0.004609448906531134,YAL059W,non_ess
1.7517372150744777,1.097641915819007,1,1.0,0.15305201013191586,0.04244031830238727,0.6887087333906178,0.5835616438356165,0.13992042440318306,0.0012955594852146575,YAL058W,non_ess
-0.5926165590508784,-0.17562276282535,11,1.5384615384615383,-0.8994305878154281,0.03714285714285714,0.5672310405643739,0.9819263830725148,0.9914285714285714,0.007454350161117078,YAL056C-A,non_ess
2.073511262503448,0.6812399496925822,8,1.3478260869565215,1.1837214972409729,0.026873580620741862,0.4091307656508721,0.99495791315943,0.09084027252081757,0.000698771327083212,YAL056W,non_ess
-0.4547133958670339,-0.18580147755288481,3,0.8888888888888888,-0.7249257011091327,0.029520295202952032,0.3877647567684468,1.0446428571428572,1.0,0.005617977528089888,YAL055W,non_ess
1.8896403782583222,0.706532513561002,3,1.0638297872340423,0.7283728084917334,0.031293787949556284,0.42450703653311134,0.8109060994241392,0.12984586641756188,0.0008656391094504126,YAL054C,non_ess
1.8436726571970405,0.7225717004043902,1,1.175,0.919237528326744,0.02807316035729477,0.4010270011220796,0.7561094819159336,0.1497235219055721,0.0005405181296230039,YAL053W,non_ess
1.8436726571970405,0.1633592821916433,9,0.7222222222222222,1.6390701859902124,0.020999045497931912,0.2698994965469484,0.7504999230887557,0.10054088450524976,0.00031321147820950084,YAL051W,non_ess
-0.36277795374447097,-0.12781364819601973,3,0.6923076923076924,-0.5449675366932656,0.02432432432432433,0.3448542138197311,0.5097300690521029,0.16216216216216214,0.0008959235478572497,YAL049C,non_ess
0.9702859570326923,0.37495317016403407,5,2.0,0.5893142268976543,0.02364185110663984,0.3157957406273389,0.8617021276595744,0.1046277665995976,0.0001912756244965221,YAL048C,non_ess
0.05093153580706247,0.4094991110574856,3,1.5,0.4802486727062197,0.014453961456102784,0.20281957841384596,0.2825925925925926,0.25267665952890794,0.00026738270849619887,YAL047C,non_ess
-0.8224551643572858,-0.30424470347329013,10,3.166666666666667,-0.8939773101058563,0.02247191011235955,0.3922696629213483,0.6565126050420168,0.30056179775280895,0.0019516999854078507,YAL046C,non_ess
-0.6845520011734414,-0.2798774773073734,2,2.75,-0.9376035317824302,0.03571428571428571,0.6912260967379077,0.2910618792971734,0.2824675324675325,0.005044063079777366,YAL045C,non_ess
-0.22487479056062648,-0.22651633646302416,8,1.4,-0.7521920896569914,0.041015625,0.6438834798994975,0.5200348432055749,0.1875,0.001736111111111111,YAL044C,non_ess
1.3839954465842257,0.5334943631929099,0,0.0,0.9246908060363157,0.023759015697921087,0.3090018160599312,0.2288425271098538,0.11879507848960542,0.00012759943983845908,YAL043C,ess
-0.270842511621908,0.1864927247542225,2,3.6000000000000005,-0.8748908381223552,0.05305039787798409,0.6409633753004322,0.6938110749185668,0.1883289124668435,0.002897367884105285,YAL042C-A,non_ess
1.2460922834003811,0.5766767893097243,3,4.6,-0.08416557023445441,0.042502004811547714,0.5263329665616083,0.6871120398254563,0.25100240577385724,0.0015687650360866078,YAL042W,non_ess
0.6025441885424404,-0.07537784505417364,0,0.0,1.1128288870165404,0.015210608424336976,0.20254125954511867,0.3614557485525227,0.3213728549141966,0.00014308675641771889,YAL041W,ess
0.5565764674811589,0.35367040300646124,0,0.0,0.36572984080521337,0.021814006888633757,0.2976795769972742,0.4117996604414262,0.19345579793340986,0.0003549647668502933,YAL040C,non_ess
