hits_count,reads_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,HFI,HFI_ratio,orf,label
0.0028901734104046237,0.00017287578874578615,0.0,0.8888888888888888,0.021250510829587253,0.0027624309392265192,0.13304928676218122,0.43922651933701656,0.002849299836686473,YAL068C,non_ess
0.05491329479768786,0.017892644135188866,0.08108108108108109,1.4166666666666667,0.11789946873722927,0.010668163952835484,0.6468946331071229,0.18135878719820325,0.0006101557026959843,YAL067C,non_ess
0.026011560693641616,0.004840522084882012,0.08108108108108109,1.2727272727272727,0.017572537801389457,0.02922077922077922,1.9037456445993035,0.23376623376623376,0.007260101010101009,YAL066W,non_ess
0.008670520231213872,0.0007779410493560378,0.027027027027027032,2.0,0.022885165508786276,0.007772020725388602,0.5500563189907637,0.4430051813471503,0.0025906735751295338,YAL065C,non_ess
0.24277456647398846,0.11392514478347307,0.5405405405405406,0.9444444444444444,0.09011033919084592,0.06117989803350327,1.6050726189966156,0.05535324107793154,0.0008145819756967071,YAL062W,non_ess
0.031791907514450865,0.009075978909153772,0.13513513513513514,1.0,0.040049039640375976,0.017241379310344827,0.33365355445444433,0.26489028213166144,0.005045352525458628,YAL059W,non_ess
0.09248554913294796,0.02809231567119025,0.027027027027027032,1.4,0.09930527176134042,0.02122015915119364,0.4019040005813742,0.07161803713527852,0.0012955594852146575,YAL058W,non_ess
0.031791907514450865,0.005877776817356729,0.2972972972972973,0.9285714285714286,0.020433183489987745,0.03142857142857143,0.5569791240278347,0.38,0.0075187969924812035,YAL056C-A,non_ess
0.1445086705202312,0.039242804045293456,0.08108108108108109,1.3428571428571427,0.14241928892521455,0.023353573096683792,0.34423534517316584,0.07006071929005138,0.0009030048264051068,YAL054C,non_ess
0.023121387283236997,0.006223528394848302,0.08108108108108109,2.6,0.046996322026971814,0.010810810810810813,0.17578256222324018,0.2445945945945946,0.001605196356577572,YAL049C,non_ess
0.10404624277456646,0.02048578096637566,0.13513513513513514,0.4,0.1319983653453208,0.018108651911468814,0.27212186160440904,0.2751509054325956,0.0002528884458487672,YAL048C,non_ess
0.02023121387283237,0.0035439536692886157,0.08108108108108109,0.75,0.12382509194932573,0.003747323340471092,0.05731531049250535,0.5058886509635975,0.00031156883405277413,YAL047C,non_ess
0.01445086705202312,0.0026795747255596854,0.2702702702702703,0.4615384615384616,0.020841847159787496,0.01404494382022472,0.2575299782834482,0.43258426966292135,0.0029366700715015323,YAL046C,non_ess
0.008670520231213872,0.00112369262684761,0.054054054054054064,0.4,0.017572537801389457,0.00974025974025974,0.2011895667357852,0.18181818181818185,0.006261595547309833,YAL045C,non_ess
0.02890173410404624,0.007260783127323019,0.054054054054054064,0.5,0.02227217000408664,0.026525198938992044,0.4447074884006256,0.1724137931034483,0.004284839828606407,YAL042C-A,non_ess
0.02890173410404624,0.004321894718644654,0.0,0.88,0.17123007764609727,0.0039001560062402493,0.07320970258165166,0.87597503900156,0.0004452359750667853,YAL041W,ess
0.031791907514450865,0.01045898521912006,0.0,0.3076923076923077,0.11524315488353085,0.0063145809414466144,0.1225843487278249,0.3128587830080368,0.00038129746468785217,YAL040C,non_ess
0.02023121387283237,0.0010372547324747168,0.0,1.3333333333333333,0.20147118921127916,0.002327127659574468,0.04936549499159172,0.5545212765957447,0.00016642271289351497,YAL035W,non_ess
0.011560693641618495,0.002420261042441006,0.0,0.7692307692307693,0.05578259092766653,0.004602991944764097,0.112350578896691,0.4867663981588032,0.0013275768729579663,YAL034W-A,ess
0.05491329479768786,0.008038724176679056,0.2702702702702703,1.0,0.08111973845525132,0.015310233682514104,0.5425832348046119,0.08783239323126511,0.0011680429366669378,YAL034C,non_ess
0.0,0.0,0.054054054054054064,1.2,0.032080098079280764,0.0,0.0,0.8502879078694817,0.0006629029951950362,YAL033W,ess
0.03757225433526011,0.009335292592272452,0.027027027027027032,0.8461538461538461,0.1520228851655088,0.0056967572304995615,0.20034740187744848,0.19588080631025412,0.0003548831728516333,YAL031C,non_ess
0.15028901734104044,0.04183594087648025,0.08108108108108109,0.75,0.2973028197793216,0.011778029445073612,0.4462417448178452,0.08788221970554927,0.0002434297322856709,YAL029C,non_ess
0.031791907514450865,0.009853919958509809,0.08108108108108109,0.6,0.10461789946873724,0.006935687263556117,0.3133903133903134,0.2414880201765448,0.0009548299579545566,YAL028W,non_ess
0.04624277456647399,0.01944852623390094,0.027027027027027032,1.0,0.05006129955046997,0.02038216560509554,0.926738040384876,0.3821656050955414,0.0012229299363057324,YAL027W,non_ess
0.023121387283236997,0.006137090500475408,0.0,0.6666666666666666,0.27360032693093583,0.0019670518809933608,0.06952678438622215,0.24834029997541185,0.00025975796497771243,YAL026C,non_ess
0.0,0.0,0.027027027027027032,0.8888888888888888,0.05925623212096445,0.0,0.0,0.9891304347826086,0.000864787386526517,YAL025C,ess
0.04046242774566474,0.00760653470481459,0.1891891891891892,0.9,0.10237024928483858,0.00901481004507405,0.2928946455990886,0.1390856406954282,0.0012043595430588348,YAL022C,non_ess
0.03757225433526011,0.006137090500475408,0.027027027027027032,1.0666666666666669,0.16775643645279936,0.005173099880620772,0.14748507759649826,0.480700358137684,0.0001149650954111468,YAL021C,non_ess
0.05780346820809248,0.016250324142103898,0.1891891891891892,0.9090909090909092,0.06477319166326115,0.01998001998001998,0.5572688181383834,0.15184815184815184,0.0011698827488301172,YAL020C,non_ess
0.20809248554913293,0.04218169245397182,0.0,1.375,0.2738046587658357,0.01769041769041769,0.5230355569978211,0.08378378378378379,0.0003660285185211871,YAL017W,non_ess
0.023121387283236997,0.0033710778805428297,0.08108108108108109,0.5,0.0488353085410707,0.010430247718383313,0.3266081806731045,0.2255541069100391,0.0017107414971625804,YAL014C,non_ess
0.0028901734104046237,0.0002593136831186792,0.027027027027027032,0.6,0.07948508377605233,0.0008216926869350862,0.019806322496735914,0.7009038619556286,0.00041903437141472746,YAL013W,non_ess
0.023121387283236997,0.003889705246780188,0.0,0.2857142857142857,0.07723743359215368,0.006756756756756757,0.14019347216068528,0.3369932432432433,0.0004572241414346677,YAL012W,non_ess
0.03757225433526011,0.003284639986169937,0.32432432432432434,0.6666666666666666,0.12443808745402535,0.0069259456579648365,0.15173508965637938,0.3846563665423548,0.0002007092711449431,YAL011W,non_ess
0.005780346820809247,0.0004321894718644654,0.027027027027027032,1.25,0.09746628524724152,0.001350438892640108,0.02958570230977241,0.7258609047940581,0.00018215222272820064,YAL010C,non_ess
0.017341040462427744,0.003803267352407295,0.054054054054054064,0.0,0.037188393951777685,0.010067114093959731,0.2127961923024244,0.2701342281879195,0.0014173162699570635,YAL008W,non_ess
