hits_count,reads_count,hits_count_pro,orf_len,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.0028901734104046237,0.00017287578874578615,0.0,0.021250510829587253,0.0027624309392265192,0.13304928676218122,0.14030131826741996,0.43922651933701656,0.002849299836686473,YAL068C,non_ess
0.05491329479768786,0.017892644135188866,0.08108108108108109,0.11789946873722927,0.010668163952835484,0.6468946331071229,0.5994513031550068,0.18135878719820325,0.0006101557026959843,YAL067C,non_ess
0.026011560693641616,0.004840522084882012,0.08108108108108109,0.017572537801389457,0.02922077922077922,1.9037456445993035,1.6829268292682924,0.23376623376623376,0.007260101010101009,YAL066W,non_ess
0.24277456647398846,0.11392514478347307,0.5405405405405406,0.09011033919084592,0.06117989803350327,1.6050726189966156,0.8535762778678113,0.05535324107793154,0.0008145819756967071,YAL062W,non_ess
0.1445086705202312,0.06923675339268735,0.0,0.08193706579485084,0.039904229848363934,0.8941397788165546,0.7302295918367347,0.0893854748603352,0.0012968874700718276,YAL061W,non_ess
0.0953757225433526,0.021004408332613016,0.027027027027027032,0.07478545157335513,0.02874564459930314,0.5562830167472181,0.760752688172043,0.07317073170731707,0.0017732702837232454,YAL060W,non_ess
0.031791907514450865,0.009075978909153772,0.13513513513513514,0.040049039640375976,0.017241379310344827,0.33365355445444433,1.521505376344086,0.26489028213166144,0.005045352525458628,YAL059W,non_ess
0.09248554913294796,0.02809231567119025,0.027027027027027032,0.09930527176134042,0.02122015915119364,0.4019040005813742,0.7916977999169779,0.07161803713527852,0.0012955594852146575,YAL058W,non_ess
0.031791907514450865,0.005877776817356729,0.2972972972972973,0.020433183489987745,0.03142857142857143,0.5569791240278347,1.4551098376313276,0.38,0.0075187969924812035,YAL056C-A,non_ess
0.04335260115606936,0.01486731783213761,0.08108108108108109,0.0335104209235799,0.027675276752767528,0.40507568340989536,0.8618524332810047,0.3284132841328413,0.001886479538952693,YAL055W,non_ess
0.1445086705202312,0.039242804045293456,0.08108108108108109,0.14241928892521455,0.023353573096683792,0.34423534517316584,0.7116898849182315,0.07006071929005138,0.0009030048264051068,YAL054C,non_ess
0.1213872832369942,0.03310571354481805,0.027027027027027032,0.15672251736820594,0.01786473840918758,0.3032203180527161,0.774926686217009,0.11782220331773713,0.00041306641155848886,YAL053W,non_ess
0.023121387283236997,0.006223528394848302,0.08108108108108109,0.046996322026971814,0.010810810810810813,0.17578256222324018,0.6245505906522855,0.2445945945945946,0.001605196356577572,YAL049C,non_ess
0.10404624277456646,0.02048578096637566,0.13513513513513514,0.1319983653453208,0.018108651911468814,0.27212186160440904,0.8999999999999999,0.2751509054325956,0.0002528884458487672,YAL048C,non_ess
0.02023121387283237,0.0035439536692886157,0.08108108108108109,0.12382509194932573,0.003747323340471092,0.05731531049250535,0.4036666666666667,0.5058886509635975,0.00031156883405277413,YAL047C,non_ess
0.008670520231213872,0.00112369262684761,0.054054054054054064,0.017572537801389457,0.00974025974025974,0.2011895667357852,0.5848739495798321,0.18181818181818185,0.006261595547309833,YAL045C,non_ess
0.07514450867052022,0.01521306940962918,0.08108108108108109,0.0815284021250511,0.02085004009623096,0.3616497182815304,0.874225070925712,0.12830793905372895,0.0018544506816359266,YAL042W,non_ess
0.031791907514450865,0.01045898521912006,0.0,0.11524315488353085,0.0063145809414466144,0.1225843487278249,0.6249103942652329,0.3128587830080368,0.00038129746468785217,YAL040C,non_ess
0.2543352601156069,0.1247298815800847,0.2432432432432433,0.05169595422966899,0.10877626699629173,2.161285537700865,1.455483870967742,0.0630407911001236,0.001599650985239584,YAL039C,non_ess
0.017341040462427744,0.0012965684155933962,0.0,0.09889660809154067,0.0039946737683089215,0.08260082901646089,0.12978959025470654,0.26564580559254325,0.0002552986994783897,YAL038W,ess
0.03757225433526011,0.005359149451119371,0.0,0.051287290559869234,0.0161892901618929,0.34550178211019017,0.751521298174442,0.2727272727272727,0.0017116179623216591,YAL037W,non_ess
0.05780346820809248,0.032587086178580686,0.0,0.07212913771965672,0.018034265103697024,0.38487609216131335,0.786206896551724,0.3165013525698828,0.00042131331581286494,YAL036C,non_ess
0.017341040462427744,0.007347221021695911,0.054054054054054064,0.02063751532488762,0.0169971671388102,0.40283286118980177,0.5532467532467534,0.4050991501416431,0.0013272846134035935,YAL034C-B,ess
0.011560693641618495,0.002420261042441006,0.0,0.05578259092766653,0.004602991944764097,0.112350578896691,0.5743440233236151,0.4867663981588032,0.0013275768729579663,YAL034W-A,ess
0.0,0.0,0.054054054054054064,0.032080098079280764,0.0,0.0,0.0,0.8502879078694817,0.0006629029951950362,YAL033W,ess
0.011560693641618495,0.0037168294580344026,0.13513513513513514,0.02833401443944967,0.008583690987124462,0.2737745651682855,0.4035087719298245,0.2725321888412017,0.002078334628772262,YAL030W,non_ess
0.031791907514450865,0.009853919958509809,0.08108108108108109,0.10461789946873724,0.006935687263556117,0.3133903133903134,0.8148148148148149,0.2414880201765448,0.0009548299579545566,YAL028W,non_ess
0.04624277456647399,0.01944852623390094,0.027027027027027032,0.05006129955046997,0.02038216560509554,0.926738040384876,1.8534278959810884,0.3821656050955414,0.0012229299363057324,YAL027W,non_ess
0.0,0.0,0.027027027027027032,0.05925623212096445,0.0,0.0,0.0,0.9891304347826086,0.000864787386526517,YAL025C,ess
0.05780346820809248,0.009421730486645344,0.0,0.28994687372292605,0.004643603436266543,0.16183451975754462,0.5886524822695036,0.1239842117483167,0.00022522346254551207,YAL024C,non_ess
0.04046242774566474,0.00760653470481459,0.1891891891891892,0.10237024928483858,0.00901481004507405,0.2928946455990886,0.6282051282051283,0.1390856406954282,0.0012043595430588348,YAL022C,non_ess
0.03757225433526011,0.006137090500475408,0.027027027027027032,0.16775643645279936,0.005173099880620772,0.14748507759649826,0.28971428571428576,0.480700358137684,0.0001149650954111468,YAL021C,non_ess
0.02890173410404624,0.00760653470481459,0.0,0.06313853698406212,0.010235414534288641,0.2664050949619015,0.9465020576131686,0.2579324462640737,0.001441893714155741,YAL018C,non_ess
0.20809248554913293,0.04218169245397182,0.0,0.2738046587658357,0.01769041769041769,0.5230355569978211,1.3072267710929155,0.08378378378378379,0.0003660285185211871,YAL017W,non_ess
0.0028901734104046237,0.0002593136831186792,0.027027027027027032,0.07948508377605233,0.0008216926869350862,0.019806322496735914,0.19631901840490795,0.7009038619556286,0.00041903437141472746,YAL013W,non_ess
0.005780346820809247,0.0004321894718644654,0.027027027027027032,0.09746628524724152,0.001350438892640108,0.02958570230977241,0.17830478700043914,0.7258609047940581,0.00018215222272820064,YAL010C,non_ess
0.008670520231213872,0.0014694442043391822,0.054054054054054064,0.04965263588067021,0.003851091142490373,0.08162014063188551,0.7126865671641792,0.4878048780487805,0.0012600499966218498,YAL009W,non_ess
0.017341040462427744,0.003803267352407295,0.054054054054054064,0.037188393951777685,0.010067114093959731,0.2127961923024244,0.28928571428571426,0.2701342281879195,0.0014173162699570635,YAL008W,non_ess
0.02023121387283237,0.0015558820987120756,0.16216216216216214,0.0406620351450756,0.010819165378670788,0.2275270479134467,0.8400000000000001,0.3261205564142195,0.0018312737607770464,YAL007C,non_ess
0.04335260115606936,0.01702826519145994,0.027027027027027032,0.0406620351450756,0.023183925811437404,0.4603839583502807,1.01417004048583,0.3863987635239568,0.004,YAL004W,non_ess
0.12716763005780346,0.19232431497968708,0.054054054054054064,0.2570494483040457,0.011506276150627616,0.2462250303684708,0.6311475409836066,0.14513598326359833,0.0002695163783029892,YAL002W,non_ess
0.13005780346820808,0.04079868614400553,0.1891891891891892,0.1068655496526359,0.027794935145151328,1.4664939662404468,0.8296751536435468,0.09203211859172328,0.0007254457345863509,YAR002W,non_ess
0.031791907514450865,0.015299507304002076,0.2702702702702703,0.04147936248467512,0.016691957511380882,1.1084362055530492,0.6606606606606606,0.2276176024279211,0.0012139605462822456,YAR002C-A,non_ess
0.0,0.0,0.0,0.12362076011442585,0.0,0.0,0.0,0.6654155495978552,0.00030892668500063727,YAR007C,ess
0.017341040462427744,0.00112369262684761,0.0,0.05292194523906825,0.007255139056831924,0.4952640064490125,0.3515625000000001,0.3639661426844015,0.0006226725104146999,YAR008W,ess
0.04624277456647399,0.007347221021695911,0.0,0.19574989783408256,0.005471956224350204,0.2490913934074666,0.6894022735606895,0.3160054719562244,0.00023206957201485245,YAR019C,ess
0.0028901734104046237,8.643789437289306e-05,0.0,0.007968941561095219,0.0059880239520958105,0.20480272332048235,0.2614155251141553,0.5508982035928144,0.005532413434001562,YAR020C,non_ess
0.04624277456647399,0.013397873627798429,0.027027027027027032,0.03330608908868002,0.029684601113172542,1.0199777830767531,0.8454993282579488,0.4434137291280149,0.0012886097763563393,YAR023C,non_ess
