hits_count,reads_count,hits_count_pro,orf_len,insertion_index,NI,HFI_normalized,orf,label
-0.9568651623690497,-0.24877571364228682,0,-0.8885240323962846,0.013812154696132596,0.6007582591047469,0.3812154696132597,YAL068C,non_ess
0.3296139869261578,1.6011549058954286,3,0.4011761459174296,0.01852891633913532,1.118949107611307,0.19876473891072435,YAL067C,non_ess
-0.7271367428520483,-0.19677122626901628,3,-0.9376035317824302,0.032467532467532464,2.0814285714285714,0.25,YAL066W,non_ess
-0.7271367428520483,-0.19518330299044312,1,-0.8667109215579977,0.02590673575129533,1.87426597582038,0.41450777202072536,YAL065C,non_ess
-1.0028108462724499,-0.22872818225030084,2,-0.8721641992675694,0.010526315789473684,0.8189276006918705,0.33157894736842103,YAL064C-A,non_ess
3.591757544067577,1.1799582562539017,20,0.03035326166655193,0.07574654042243263,1.794719592134013,0.059723233794610336,YAL062W,non_ess
1.7539301879315663,0.3260525132011922,0,-0.07871229252488267,0.05107741420590583,1.0141129643286493,0.1149241819632881,YAL061W,non_ess
1.6160931362213655,0.23157107812608999,1,-0.17414465244238794,0.05313588850174216,0.8510770102499915,0.10452961672473868,YAL060W,non_ess
-0.819028110658849,-0.1868467057779341,5,-0.637673257755985,0.012539184952978056,0.20084000365218976,0.8526645768025078,YAL059W,non_ess
1.202581981090763,0.6214062430157974,1,0.15305201013191586,0.03448275862068965,0.5543704891740177,0.10676392572944296,YAL058W,non_ess
-0.40551695552824646,-0.12571165955286795,11,-0.8994305878154281,0.04857142857142857,0.7291608876560333,0.9057142857142856,YAL056C-A,non_ess
2.5350068142893707,0.5412161174478535,8,1.1837214972409729,0.030658591975775924,0.44898496370616015,0.056396669190007576,YAL056W,non_ess
-0.6352453750452478,-0.1598520100421906,3,-0.7249257011091327,0.022140221402214017,0.28559292787172474,0.3210332103321033,YAL055W,non_ess
1.891767239641767,0.9102097893062884,3,0.7283728084917334,0.031293787949556284,0.40823673199699895,0.08921064922933207,YAL054C,non_ess
1.6620388201247658,0.653363198997082,1,0.919237528326744,0.026371756699276903,0.37002504844274303,0.15057422373458104,YAL053W,non_ess
2.075549975255368,0.0977885419063024,9,1.6390701859902124,0.022589882278078267,0.2891315894922236,0.07922367165128857,YAL051W,non_ess
0.09988556740915647,-0.11618411988142908,3,-0.5449675366932656,0.03783783783783784,0.5112549168887198,0.12027027027027028,YAL049C,non_ess
1.4323104006077643,0.16031302100012004,5,0.5893142268976543,0.028672032193158958,0.3507883584694005,0.10412474849094568,YAL048C,non_ess
0.09988556740915647,0.0037040876508434746,3,0.4802486727062197,0.014989293361884369,0.1918504116903945,0.2955032119914347,YAL047C,non_ess
-0.9568651623690497,-0.24698929995389202,10,-0.8939773101058563,0.01404494382022472,0.22047530514913916,0.5337078651685393,YAL046C,non_ess
-0.9109194784656495,-0.22277346995565153,2,-0.9376035317824302,0.01948051948051948,0.33252164502164505,0.4415584415584416,YAL045C,non_ess
-0.08389716820444461,-0.1533018265180764,8,-0.7521920896569914,0.046875,0.7006578947368421,0.138671875,YAL044C,non_ess
1.6160931362213655,0.25161860951807596,0,0.9246908060363157,0.02588035638523547,0.3211262599043677,0.06448875689435724,YAL043C,ess
-0.4514626394316468,-0.06795095029476976,2,-0.8748908381223552,0.04244031830238727,0.5127707002403457,0.22015915119363394,YAL042C-A,non_ess
0.7890708259601605,0.15257189501707596,3,-0.08416557023445441,0.03448275862068965,0.4250478927203065,0.3111467522052927,YAL042W,non_ess
0.5593424064431591,-0.12710109242161946,0,1.1128288870165404,0.014820592823712947,0.1978005266999671,1.0,YAL041W,ess
0.0539398835057562,0.05947989281072524,0,0.36572984080521337,0.01549942594718714,0.2110306455886249,0.15442020665901265,YAL040C,non_ess
2.902572285516573,0.5312915969567713,9,-0.4822548430331907,0.1100123609394314,1.5256536552615565,0.0815822002472188,YAL039C,non_ess
1.1106906132839625,0.18413187017871724,0,0.14759873242234414,0.033288948069241014,0.4933105066260859,0.12250332889480693,YAL038W,ess
