hits_count,reads_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,HFI_normalized,HFI_ratio,orf,label
-0.8453936581702434,-0.4511411472389801,0,1.375,-0.8885240323962846,0.0027624309392265192,0.13304928676218122,159,0.002831926057194482,YAL068C,non_ess
-0.7296658747311922,-0.4250381134989237,2,0.25,-0.8721641992675694,0.007894736842105262,0.5519986675549634,204,0.0014060887512899894,YAL064C-A,non_ess
1.0062508768545764,0.24784008957808534,1,0.84375,-0.17414465244238794,0.02874564459930314,0.5562830167472181,84,0.0014206902273104366,YAL060W,non_ess
-0.2667547409749872,-0.2597188998118999,11,1.0769230769230769,-0.8994305878154281,0.03142857142857143,0.5569791240278347,133,0.006809881847475832,YAL056C-A,non_ess
2.742167628440345,1.2368550346179994,8,1.0434782608695652,1.1837214972409729,0.02384557153671461,0.4070678928013115,130,0.0007307983462411926,YAL056W,non_ess
1.989937036086512,0.8598112139282961,3,0.7659574468085106,0.7283728084917334,0.023353573096683792,0.34423534517316584,150,0.0008656391094504126,YAL054C,non_ess
-0.4982103078530897,-0.33802800103206904,3,1.5,0.4802486727062197,0.003747323340471092,0.05731531049250535,945,0.00031270181163114784,YAL047C,non_ess
-0.3824825244140385,-0.3409283381142976,8,0.6,-0.7521920896569914,0.017578125,0.3348418445121951,108,0.0018627025462962965,YAL044C,non_ess
-0.2667547409749872,-0.33802800103206904,0,1.2352941176470589,0.9246908060363156,0.004666949512091642,0.07071275646868888,931,0.00023924894969711084,YAL043C,ess
-0.32461863269451285,-0.2133135064962441,2,2.2,-0.8748908381223552,0.026525198938992044,0.4447074884006256,65,0.003346255866149765,YAL042C-A,non_ess
0.6012036348178971,0.053517505068776734,3,2.2,-0.08416557023445441,0.02085004009623096,0.3616497182815304,160,0.0019095829991980754,YAL042W,non_ess
-0.32461863269451285,-0.3119249672920127,0,0.5,1.1128288870165404,0.0039001560062402493,0.07320970258165166,2246,0.00013961377689301698,YAL041W,ess
4.1887649214284846,3.728244588252271,9,0.8484848484848485,-0.4822548430331907,0.10877626699629173,2.161285537700865,51,0.0015511767129595966,YAL039C,non_ess
0.2540202845007433,0.6364852585967027,0,3.0,-0.2095909575546042,0.018034265103697024,0.38487609216131335,351,0.00043929620124390185,YAL036C,non_ess
-0.4982103078530897,-0.4221377764166952,0,0.25,1.5163714375248485,0.002327127659574468,0.04936549499159172,1668,0.00017080750293382317,YAL035W,non_ess
-0.6718019830116665,-0.3757323831010394,0,1.2,-0.4277220659374734,0.004602991944764097,0.112350578896691,423,0.0011425866529556268,YAL034W-A,ess
0.1961563927812177,-0.1872104727561877,10,0.6875,-0.08961884794402614,0.015310233682514104,0.5425832348046119,109,0.001308503796139544,YAL034C,non_ess
-0.9032575498897691,-0.456941821403437,2,0.8333333333333334,-0.7440121730926338,0.0,0.0,443,0.0006195760020450341,YAL033W,ess
-0.15102695753593598,-0.14370541652276042,1,1.3636363636363635,0.8565248346666691,0.0056967572304995615,0.20034740187744848,447,0.0005342854397904425,YAL031C,non_ess
2.105664819525563,0.9468213263951508,3,1.6666666666666667,2.7951650604194187,0.011778029445073612,0.4462417448178452,388,0.00031114639642269214,YAL029C,non_ess
0.022564717622640867,0.1956340220979726,1,1.4,-0.5040679538714776,0.02038216560509554,0.926738040384876,300,0.0006369426751592357,YAL027W,non_ess
1.2955703354522043,0.3435512132916255,0,0.5416666666666666,0.8537981958118832,0.016673979815708645,0.5081774302923929,323,0.0003287520869644364,YAL023C,non_ess
-0.09316306581641036,-0.20171215816733012,7,1.0,0.19395159295370384,0.00901481004507405,0.2928946455990886,216,0.0005038038682597598,YAL022C,non_ess
0.2540202845007433,0.08832155005551857,7,1.2,-0.3077499563268953,0.01998001998001998,0.5572688181383834,152,0.0009398496240601504,YAL020C,non_ess
0.3697480679397946,-0.19011080983841624,2,0.8125,1.868107849792225,0.006480117820324006,0.1704901794674626,1002,0.00022929104971206333,YAL019W,non_ess
-0.7875297664507178,-0.4453404730745231,0,1.4166666666666667,0.5156949778184359,0.001048767697954903,0.036908555524182166,1118,0.0002166952935845998,YAL016W,non_ess
0.08042860934216649,-0.19881182108510168,10,3.0,-0.12779179191102824,0.014178482068390326,0.4867408446432634,164,0.0007018043491527492,YAL015C,non_ess
-0.4403464161335641,-0.34382867519652605,3,2.2,-0.5204277870001929,0.010430247718383313,0.3266081806731045,173,0.002396545357258593,YAL014C,non_ess
-0.8453936581702434,-0.4482408101567516,1,0.9166666666666666,-0.11143195878231306,0.0008216926869350862,0.019806322496735914,853,0.00036508971670386604,YAL013W,non_ess
-0.4403464161335641,-0.32642665270315513,0,3.75,-0.14142498618495758,0.006756756756756757,0.14019347216068528,399,0.00034291810607600085,YAL012W,non_ess
-0.7296658747311922,-0.4076360910055528,2,1.5,-0.5095212315810493,0.003851091142490373,0.08162014063188551,380,0.002114721978244713,YAL009W,non_ess
-0.5560741995726153,-0.3293269897853836,2,0.0,-0.6758462017229871,0.010067114093959731,0.2127961923024244,161,0.0013026803951811249,YAL008W,non_ess
-0.4982103078530897,-0.4047357539233243,6,0.8095238095238095,-0.6294933411916275,0.010819165378670788,0.2275270479134467,211,0.0012232908721990668,YAL007C,non_ess
1.1219786602936277,0.5987808765277324,7,0.8620689655172413,0.5347814498019371,0.01815352697095436,0.3788966911373551,794,0.00045073528643247595,YAL005C,non_ess
-0.8453936581702434,-0.4540414843212086,0,1.4,-0.3213831506008247,0.0010141987829614604,0.02162803521140629,986,0.00046801262296903087,YAL003W,ess
1.6427536857693583,5.996308186554947,2,1.0,2.258017206026604,0.011506276150627616,0.2462250303684708,555,0.0002935466847600739,YAL002W,non_ess
-0.2088908492554616,-0.11180170861824704,1,0.7,2.0289795422245906,0.0033594624860022394,0.08161442260841319,728,0.00025149822182296983,YAL001C,ess
1.7006175774888836,0.9120172814084088,7,1.0909090909090908,0.2539376477589929,0.027794935145151328,1.4664939662404468,149,0.000584501991866717,YAR002W,non_ess
-0.9032575498897691,-0.456941821403437,0,7.5,0.4775220338514338,0.0,0.0,1241,0.00016677720337097342,YAR007C,ess
